,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
70,163,9680,111552,337145,679094,1175258,1862923,2615348,3258607,3573317,3466719,2911524,1941114,1104255,624685,333404,163743,73993,22857,5434,1157,359,121,32,16,0,0,0,0,0,0,0
71,30,1266,18146,109911,336142,746698,1331868,1998245,2588492,2918519,2855574,2421186,1641245,912434,464289,248625,140366,62102,14410,2263,466,148,67,6,2,0,0,0,0,0,0,0
72,8,1160,18105,99261,321598,733192,1329327,1970679,2434944,2552927,2324569,1844965,1244319,751729,422847,205684,83423,32867,11551,2661,784,316,83,1,0,0,0,0,0,0,0,0
73,49,2320,35563,166016,495163,1076757,1845728,2658972,3321121,3716215,3719895,3152551,2156562,1193807,609978,301611,142245,57898,17108,4079,889,312,107,34,12,8,0,0,0,0,0,0
74,27,2382,33212,177583,536713,1197044,2073334,2847546,3420645,3671210,3608798,3087727,2120588,1143272,578850,309452,161157,67976,17483,3667,1010,203,56,46,19,0,0,0,0,0,0,0
75,28,1888,18831,85013,268615,613263,1102961,1647904,2113546,2384684,2413505,2158899,1638989,1047326,589285,300092,133964,47919,12395,2681,836,237,110,27,2,0,0,0,0,0,0,0
76,24,1957,23440,101584,315121,723900,1347351,2025898,2561610,2915787,3152212,3175433,2831245,2054075,1132560,526166,253473,112034,31708,5109,1157,421,136,70,29,0,0,0,0,0,0,0
77,12,597,8231,48073,153572,346284,641508,1034950,1423213,1748914,1938435,1950314,1686289,1144926,593059,265736,118409,47338,17487,7434,4699,2994,1643,375,7,1,0,0,0,0,0,0
78,0,65,1214,9120,34273,117036,322305,684733,1146828,1611009,2076803,2398190,2118177,1169609,572330,287153,134957,61260,20140,13235,17836,24794,24109,9853,471,0,0,0,0,0,0,0
79,69,4886,17988,94919,292376,643183,1180451,1833918,2498611,3012123,3301245,3252928,2799448,1926293,1053445,512687,234787,103809,55638,68929,101420,74547,33890,9039,371,0,0,0,0,0,0,0
80,22,1071,23597,123118,320118,653712,1129587,1655982,2138744,2487594,2655968,2550978,2018707,1227679,609886,313201,166057,78744,45099,69785,102312,85599,51790,15683,466,1,0,0,0,0,0,0
81,108,2920,36254,130293,339373,676931,1133460,1606033,1990916,2256783,2397316,2302026,1853776,1099166,509587,268736,153808,71409,34116,40526,55866,63856,81641,81072,16366,162,0,0,0,0,0,0
82,6626,70454,67624,152843,425179,917878,1595136,2320715,2895028,3255739,3302706,2928037,2186932,1395826,783439,410104,194978,79225,31637,31390,58974,130076,142325,81963,18912,492,181,168,170,170,59,14
83,6015,57343,80659,164261,416053,888778,1552111,2281446,2916727,3317905,3408732,3123432,2474381,1635242,889762,471507,257970,122434,41084,25018,38015,78158,147317,175367,73685,2962,96,94,175,146,100,25
84,4498,63722,246999,470134,460320,491350,674135,947556,1237861,1462401,1566077,1520559,1283408,885531,510671,271439,135534,62378,24290,15339,21166,44330,83142,78821,29437,1835,27,11,11,12,6,0
85,4380,39378,29369,20592,19695,33614,235997,444869,714287,1115259,1731912,2521464,2432715,1542453,743261,353711,187198,70753,13826,12080,16566,40748,91876,148479,132667,17883,468,0,0,0,0,0
86,891,7535,13828,23531,51394,112446,221067,392385,624969,902495,1181364,1365387,1334917,1132730,810330,498761,292020,171072,94847,40741,22155,23482,35080,55773,65138,16978,664,20,0,0,0,0
87,386,8400,25865,84505,258930,616642,1119152,1616237,2113507,2665079,3097077,3134935,2822943,2356053,1711438,1076808,635873,386167,208003,89185,55344,70751,118924,171288,179231,50357,1914,6,0,0,0,0
88,173,3938,19785,77066,250120,589583,1017116,1435181,1827175,2182538,2335789,2099548,1604038,1084475,696958,453736,299906,184508,85861,35385,25292,34192,70866,114034,116792,32757,688,0,0,0,0,0
89,425,7513,34550,120527,361529,820519,1427185,1980377,2480552,2975540,3238889,2989956,2370740,1714349,1147178,705262,434453,257782,111011,38248,27331,34466,68341,130652,137074,27456,585,10,0,0,0,0
90,448,4857,23721,111428,277246,566481,999731,1578131,2191651,2747783,3202055,3390963,3096148,2422549,1654109,958659,462809,221669,102077,56172,41940,41753,54332,85227,83227,12598,236,0,0,0,0,0
91,133,3199,11234,37101,114987,254099,458001,759428,1146369,1587772,2035117,2351939,2478679,2335104,1789888,1034125,498969,226945,96484,39409,21671,19886,26456,36074,33293,5600,38,0,0,0,0,0
92,505,4450,34921,126388,268787,478109,817127,1310940,1896208,2472909,2998543,3373117,3475146,3001140,2057160,1138789,604138,330593,150339,60223,34042,32855,45595,54914,29551,1010,1,0,0,0,0,0
93,23,745,7956,41314,141312,326520,623564,1072833,1649376,2277232,2862204,3282207,3402692,3118462,2386176,1555016,849073,376814,148757,60437,40275,66038,87372,75114,25698,4562,714,14,0,0,0,0
94,103,1249,7662,25769,93523,251785,527230,900248,1316492,1722322,2132828,2478184,2671183,2490908,1754722,952440,426139,167905,67597,31347,18597,22435,43494,51417,9287,123,11,0,0,0,0,0
95,3,276,3264,25302,95924,248461,509289,860042,1241762,1623788,1972628,2311331,2521984,2298956,1592149,838978,407970,194288,70597,18253,6177,5424,7581,7658,911,4,0,0,0,0,0,0
96,9,242,4939,38921,138302,353867,700997,1191309,1797025,2449377,3009361,3365910,3412273,2911393,1979188,1127374,585838,255834,88671,28094,7944,1937,652,376,165,2,0,0,0,0,0,0
97,3,182,2477,26491,120360,316235,637124,1114571,1739944,2434601,3103717,3621392,3774505,3268039,2235187,1265264,649547,306417,97410,22519,5967,2031,710,227,66,14,0,0,0,0,0,0
98,41,540,5563,46594,166329,390212,736659,1244716,1845114,2475463,3061811,3557840,3790109,3295585,2161516,1161074,617596,310018,105694,25243,6223,2114,805,371,200,27,29,14,0,0,0,0
99,8,99,1994,20624,84390,222118,480330,844854,1271395,1689928,2047264,2331888,2474220,2266525,1665929,1012143,524116,223034,86214,30014,9206,2781,659,199,68,0,0,0,0,0,0,0
100,5,107,3198,31683,112318,313508,663754,1055615,1454942,1884282,2238484,2407300,2291055,1899593,1340086,798233,405530,177332,69749,24461,7520,4049,2831,2936,2409,812,195,13,0,0,0,0
101,0,233,2213,18209,70630,188337,392280,668541,970572,1283647,1561854,1777852,1833090,1554021,1052956,585819,301620,132286,48221,13763,2594,802,323,114,23,0,0,0,0,0,0,0
102,2,654,6896,63390,297963,732926,1240346,1606577,1711283,1559198,1231936,839684,512358,324882,218768,138968,80658,40526,18872,9076,4066,1977,1153,1227,5080,7125,1630,265,14,0,0,0
103,5,530,4715,31799,130355,365466,794869,1397839,2096332,2787707,3375296,3721511,3615792,2880229,1841300,1062978,571915,264022,102971,36215,14582,11999,18392,20194,21137,10851,2917,409,158,15,0,0
104,830,5765,2061,6930,32510,99074,239195,473344,772757,1083988,1340662,1447286,1308460,956625,588628,340288,185912,88756,28704,7280,2053,782,327,136,63,57,26,1,0,0,0,0
105,1610,11840,3831,9803,30360,106917,472505,1135345,2082065,3429327,5109464,6634076,5459480,3047298,1515855,933956,764834,388350,63563,16051,23318,40192,63144,75162,42086,12164,6512,2714,576,89,12,1
106,233,5411,9984,51646,206973,578115,1153042,1805043,2445213,3023843,3451188,3477811,2933937,2143007,1523360,966002,514199,231123,89375,41021,43478,98311,122423,81477,16897,3361,1421,106,0,0,0,0
107,616,13472,7735,61394,241354,633906,1183312,1676192,1982212,2104884,2111244,2035943,1833899,1454783,1057983,680182,355940,146038,45451,12046,4557,2085,979,556,207,30,0,0,0,0,0,0
108,755,10934,6807,44566,173861,463171,950329,1521923,1949876,2164152,2226587,2213335,2003277,1552335,1058902,632696,338317,170177,83098,52077,110901,144330,63374,19416,6299,2983,841,160,21,0,0,0
109,0,343,4742,33426,133047,357765,734493,1222506,1723000,2054048,2175406,2205085,2098758,1779116,1251371,723194,361842,160112,48403,8933,2811,1096,347,124,31,1,0,0,0,0,0,0
110,32,3193,16293,72396,217810,519744,1004040,1563884,2083282,2543883,2929242,3170566,3053317,2410688,1580961,945827,531744,259671,99515,37685,32526,70586,110719,106917,47824,2505,150,0,0,0,0,0
111,1189,13089,11015,67801,239176,597510,1159000,1814551,2367852,2816279,3124197,3221061,2988347,2410994,1738709,1138771,636973,270016,75164,16016,5333,2259,948,429,195,120,6,0,0,0,0,0
112,106,2339,9245,65245,251109,638616,1203103,1825300,2408683,2901035,3218828,3265320,2899869,2229184,1570982,1029855,597462,263777,83834,40739,89520,133991,82635,49121,7287,289,26,0,0,0,0,0
113,317,2568,5144,41287,157151,430110,848072,1271648,1652465,2007606,2256875,2318081,2136783,1764247,1345798,869962,468955,218989,91682,32560,42910,89956,73998,19319,939,75,3,0,0,0,0,0
114,13,330,5252,35445,149127,408660,895991,1533929,2132419,2517033,2521925,2144576,1607085,1088393,650474,342314,152431,54107,21719,58539,63516,25661,9659,4789,1986,127,0,0,0,0,0,0
115,3895,32789,20146,85662,296660,758646,1472404,2286290,2955628,3309201,3285763,2976062,2350108,1625841,1027155,585392,289361,117315,42303,45470,91978,87342,23046,3132,407,4,0,0,0,0,0,0
116,24,1357,16579,88235,331549,792878,1454039,2160082,2805797,3323158,3574617,3362057,2642864,1769099,1081057,623271,319285,126874,33830,23866,39252,36475,7978,1149,118,10,0,0,0,0,0,0
117,2,797,14593,97256,336715,779885,1309026,1771446,2160688,2423429,2467230,2215590,1711478,1165356,736557,414737,199126,84111,37378,57187,83707,90106,68582,15257,1580,171,10,0,0,0,0,0
118,128,1954,15378,99402,331006,765894,1290735,1739864,2062760,2274238,2315504,2134804,1709480,1150159,685461,368423,173026,80413,29312,6568,1915,641,287,132,16,0,0,0,0,0,0,0
119,729,7545,18219,114907,380440,870828,1544665,2230775,2786189,3162456,3299452,3036442,2331419,1444766,821088,458332,236061,100696,36665,19359,29455,47536,29778,11092,2623,1215,235,33,0,0,0,0
120,11,1364,23686,124375,397482,901913,1577157,2286114,2892656,3338367,3504932,3310622,2651333,1741809,1039998,580714,286272,120455,39387,10331,2725,663,124,10,0,0,0,0,0,0,0,0
121,8,769,9722,65919,251866,643216,1206925,1801404,2295462,2571462,2602950,2408425,1917588,1191755,632331,337593,177011,77265,22760,8843,6151,6363,8007,6273,2087,313,32,0,0,0,0,0
122,40,1090,7591,56466,221521,547158,1035951,1610115,2139504,2492907,2639720,2488005,1837214,999686,511965,288263,166067,80835,20979,3156,1092,452,191,32,0,0,0,0,0,0,0,0
123,119,1506,4015,32111,130548,335174,650190,1019618,1404650,1731815,1900862,1865931,1638131,1218771,721568,380030,191073,91579,27561,5418,1247,392,180,11,0,0,0,0,0,0,0,0
124,4,182,6113,79216,357781,804710,1259197,1541555,1566136,1399711,1119407,790671,483311,291443,187749,126400,86166,57272,29539,10867,3529,991,363,154,31,2,0,0,0,0,0,0
125,75,4001,40815,167921,364429,581875,847869,1241818,1770310,2389173,2985027,3358129,3371681,2978456,2154729,1332972,768180,391067,162084,58340,20067,5789,1570,483,103,36,1,0,0,0,0,0
126,157,832,7150,51014,177279,407666,774769,1266524,1822727,2355042,2762605,2911830,2520112,1590385,845692,479223,299863,158426,56391,14510,4232,1236,289,44,2,0,0,0,0,0,0,0
127,194,24084,214483,593649,899661,1100887,1360811,1592044,1656841,1672567,1734735,1729852,1576094,1168332,666250,381976,226306,125824,53791,16010,3953,1109,369,157,21,0,0,0,0,0,0,0
128,208,35426,293865,858684,1430732,1804053,2243479,2652872,2821093,2738791,2492445,2147990,1750124,1297847,809294,454724,242189,121322,48407,13701,3425,766,305,177,75,6,0,0,0,0,0,0
129,0,389,7112,61715,265146,679105,1283211,1932715,2428871,2810507,3155494,3342541,3095732,2326775,1390294,753571,432920,251819,102676,29903,7061,1532,584,226,87,14,0,0,0,0,0,0
130,1,215,3747,29481,115758,312504,640441,1101265,1637417,2176149,2596930,2791432,2601982,1937722,1134960,604334,328102,159429,55249,16869,5577,1887,564,343,138,4,0,0,0,0,0,0
131,31,524,5300,25366,104996,297053,632739,1095862,1591208,2044199,2398833,2540418,2330820,1738986,1031556,560352,294747,146814,65269,21773,4603,1193,254,84,20,0,0,0,0,0,0,0
132,2,233,3395,32283,151580,410408,853507,1438943,2082989,2693311,3136593,3369552,3212706,2610574,1736485,965254,536206,283352,118421,51865,19799,4018,761,191,51,19,2,0,0,0,0,0
133,3,147,2422,31809,162138,474239,978675,1530073,2032379,2541391,3016853,3381331,3505238,3021519,2096764,1207864,609624,259377,98693,34167,9151,2246,765,115,17,0,0,0,0,0,0,0
134,32,742,3346,42451,200273,457190,661850,817363,908193,905007,804188,621735,401649,241627,150662,96107,64524,44617,24029,12336,5786,2886,1005,277,84,40,1,0,0,0,0,0
135,4,85,960,14485,69523,186821,392364,646418,919767,1195509,1442500,1585328,1542300,1274588,890087,499655,261348,135100,58801,23817,10112,3934,841,149,4,0,0,0,0,0,0,0
136,1,33,1011,15044,79257,241508,534393,934751,1356725,1810834,2293898,2641653,2550070,2029987,1388534,799113,394841,180005,73168,26855,9366,4430,3172,1670,169,12,0,0,0,0,0,0
137,25,1478,31540,181019,478695,784621,1016774,1288964,1680812,2177617,2651905,3005095,3123999,2720146,1937726,1165910,663870,347236,135948,37934,10907,4306,2295,1012,162,4,0,0,0,0,0,0
138,22,1066,9291,45347,139427,324423,633227,1093519,1653072,2204806,2683809,2999886,3043057,2702765,2039399,1323100,752351,371687,142984,40274,8697,1841,320,98,27,5,0,0,0,0,0,0
139,0,116,5366,21765,43249,144741,389757,664594,889858,1016539,1158802,1274217,889870,393972,185131,88625,38144,11359,2529,1161,476,201,28,0,0,0,0,0,0,0,0,0
140,8,107,887,4120,17792,122774,467799,806959,1201162,1728165,2290741,2232587,1571994,758559,372799,144428,72420,29183,5068,4262,5852,8420,12589,12053,1259,13,0,0,0,0,0,0
141,0,7,97,2355,17983,82126,251921,510711,802972,1035593,1203510,1298208,1096084,586079,289148,123884,39010,12520,4967,3577,4352,6068,8592,4995,241,0,0,0,0,0,0,0
142,4,655,12151,57856,164962,352527,558983,740098,926990,1093819,1265059,1443745,1486114,1223137,806723,458215,242600,121995,49497,18191,6107,3034,1983,842,209,4,0,0,0,0,0,0
143,0,318,11392,92181,313844,706942,1210963,1729052,2239154,2737567,3138252,3303709,2983676,2201519,1362821,757099,422737,224391,89681,31546,11374,3110,788,259,92,29,4,0,0,0,0,0
144,4,643,8180,62621,239120,573019,1071853,1709645,2408033,3061184,3557456,3718675,3366016,2498535,1464005,781574,414604,195621,71794,21484,6678,2773,991,382,108,2,0,0,0,0,0,0
