,0,1,2,3,4,5,6,7,8,9,10
219,314832,208782,912820,2504733,5733193,7376982,5642753,1028268,615669,1472288,0
220,237575,159739,690291,1905371,4344589,5581626,4353007,814669,478383,1162150,0
221,215453,147056,625486,1729667,3974908,5106460,3987217,749530,429234,1049509,0
222,301769,197645,869434,2386082,5436283,7016808,5412250,985860,598481,1424476,0
223,182781,127574,515636,1424580,3320114,4268298,3299422,624905,348385,863281,0
224,139349,89072,396828,1114837,2469283,3209856,2533157,475655,291130,688313,1
225,226420,151741,654910,1819802,4199182,5412651,4183912,774487,451190,1097593,0
226,232325,156090,644500,1768906,4082931,5262369,4108792,761681,437011,1078435,0
227,166506,110784,485790,1370110,3062729,3908549,2968656,574724,340331,813021,1
228,146893,100911,402898,1096214,2554697,3237405,2357084,452721,256116,614581,0
229,210358,146889,575582,1572439,3773361,4789252,3570946,669618,364570,896681,0
230,117364,74393,337272,956948,2149483,2783479,2101520,396464,245371,562434,1
231,240683,164022,677961,1864820,4381976,5571572,4226306,777882,445623,1085939,0
232,220656,150622,622943,1723450,3915441,5028925,3943170,749570,425376,1058311,0
233,312589,205341,892538,2447345,5525307,7144912,5486932,1004868,612175,1453633,0
234,327029,219409,905059,2470586,5800000,7401172,5431794,991256,575046,1369673,0
235,248912,168564,698976,1930312,4538717,5805806,4323882,791865,457854,1106408,0
236,212118,144167,608084,1689179,3931306,5053949,3863885,717751,410417,1004888,0
237,307610,205759,869446,2387607,5561664,7163343,5305921,968826,570737,1354455,0
238,324822,215956,906448,2483972,5749303,7408448,5485513,1001460,592262,1407816,0
239,249038,170104,687818,1878154,4446116,5695039,4173866,772939,438471,1049607,0
240,228490,158592,635313,1753814,4159054,5310860,3900484,727369,407272,975936,0
241,307205,204529,854639,2345045,5423536,6985322,5239827,959503,563052,1337542,0
242,333273,218270,942808,2594553,5866484,7623086,5780921,1064165,642505,1508175,0
243,241739,162319,667905,1844627,4275510,5563072,4230791,778086,450909,1090290,0
244,222910,151144,622217,1716697,3977262,5154337,3943271,735146,419408,1014600,0
245,317860,208429,887305,2435027,5595372,7245977,5472437,991188,594336,1412613,0
