,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
20,0,0,1,7,11,38,138,402,1108,2672,5816,10636,17891,28864,42180,58441,77544,99425,126936,156953,189846,225642,267852,308146,348170,389261,426740,466270,503405,536376,569105,599293,626285,653124,678087,704376,726361,751773,769637,784368,794980,805323,808880,804777,795460,777309,754895,724035,682203,634253,580954,525617,473356,421602,374284,330098,288318,252427,220265,191831,167121,145996,128548,111225,97410,84768,73397,63120,53978,44788,36537,29222,23224,18117,13502,9982,7325,5251,3766,2532,1914,1363,969,591,370,274,205,173,128,71,46,19,14,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,6,11,25,85,292,661,1456,2897,5437,9512,15438,23545,32770,44536,58590,75286,93580,115340,137591,163388,192190,223797,258523,296257,336189,375282,412727,453165,493308,530439,568606,601474,637071,668331,699519,730895,761079,788608,808963,827764,840070,847922,851312,855205,847267,832039,808722,777618,737847,691503,639528,582509,527565,471907,421581,372989,327855,287139,249689,215952,187372,163053,140213,121211,103174,88334,73794,62287,50240,40004,31679,24522,18483,13828,9760,6997,4948,3483,2459,1931,1436,1081,888,651,542,394,334,306,248,233,198,175,150,174,154,140,124,146,148,119,93,76,79,68,67,53,70,56,56,33,23,20,24,13,4,0,0,0,0,0,0,0,0,0,0,0
22,1,6,8,11,22,27,60,145,455,1344,3222,6334,10273,15366,21794,31016,41408,53520,68509,85403,103775,124993,145036,168485,194399,222775,251963,281446,313160,344444,373779,404318,432234,460876,490311,515131,537137,560195,581222,598745,611314,620842,628484,631323,628001,622602,614236,600333,580055,554377,521351,483834,443979,404484,366162,328684,291045,256236,226120,196008,170487,146347,127111,108408,93879,80590,69229,58685,49306,41141,33874,27081,21054,16115,12063,8794,6491,4642,3384,2425,1674,1371,955,707,510,382,237,166,153,117,85,67,51,28,23,18,11,4,4,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,3,63,381,742,923,1385,2222,4366,7230,11677,17137,23796,31831,40900,52741,65133,80076,97486,117950,139365,161951,187453,212374,236808,261462,285944,308741,331069,352320,375447,396734,418457,441255,466745,493564,520232,544569,561289,577956,589190,595303,594155,587299,573836,551197,519859,484073,442554,400535,362622,327089,294011,262434,234212,206480,180952,158457,138004,119373,101923,86585,71459,59145,47934,40020,32164,25835,20080,15396,11768,8802,6550,4703,3513,2453,1721,1120,755,477,342,196,138,118,72,66,51,38,27,26,14,27,14,17,7,13,6,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,2,11,17,42,72,292,897,2216,4081,7288,12153,18375,27095,37808,49871,63949,79501,96260,116258,137935,164286,194089,227472,263569,302351,340001,379491,419647,460482,499525,539435,578807,617252,659716,699537,739898,784086,827094,863756,900105,929427,947363,953018,950225,934738,909031,872548,826243,770827,712850,647250,579538,516281,452488,395708,344028,297865,257903,222709,192838,166570,142869,122776,105055,89304,75309,62704,50888,40785,31666,24002,17510,12785,9005,6211,4093,2764,1809,1214,865,562,343,198,136,103,90,48,37,34,35,25,24,25,18,16,14,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,112,432,764,1692,3485,5590,6784,7000,7407,7972,8895,10511,13102,17374,22714,28790,35492,43157,51934,62142,73677,86646,99878,115660,134194,153907,175897,198710,223376,249265,273721,301625,327673,356301,383991,410765,440067,471042,504887,540674,577167,612297,647518,683113,709635,728421,732214,719290,696084,662683,626009,581819,537867,489653,442981,392601,346421,303465,263309,226046,194418,167252,141265,121670,102221,86366,72646,58639,46901,36586,27915,22140,16448,11826,8859,6325,4391,2971,2004,1319,980,691,495,274,208,148,97,68,55,28,43,39,40,40,42,33,31,30,23,33,27,35,45,32,27,31,36,29,22,24,32,43,46,46,52,59,47,68,57,73,48,43,40,43,23,11,3,0
26,0,23,52,123,262,546,767,1051,1509,2703,4626,7783,11782,16846,22899,30739,39806,49635,61658,74074,88812,105016,123792,142907,163656,186705,211264,235141,261998,289538,316858,345635,372140,397657,424296,451953,478183,505611,533770,559132,585139,608629,633043,653952,668286,676824,677545,665943,639848,601057,553270,503404,452404,403912,353928,309180,265617,228836,194815,164551,138486,116053,95756,77892,64306,52024,42184,34194,28008,22410,17782,13797,10876,8344,6374,4734,3673,2657,1855,1333,975,815,627,436,338,206,147,97,62,61,46,55,38,48,39,27,24,19,16,12,6,5,4,0,4,2,6,2,2,0,3,2,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0
27,0,3,3,31,70,122,222,335,534,1008,1989,3688,6427,10199,15477,21401,28758,36465,45056,54914,67449,81761,96977,111623,129307,150847,171419,194610,217487,241218,264961,288922,310581,334735,355847,379260,403216,424849,449124,475133,501314,523888,542375,555307,566095,570117,565783,556118,538078,520262,494429,467794,438540,411516,383910,355750,326125,295069,263139,230924,199840,170944,145499,120468,99503,81904,66890,55034,44499,36181,27956,21682,16181,12263,9210,7085,5494,4105,2983,2188,1436,969,715,425,313,189,139,76,70,34,44,28,19,16,13,18,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,3,30,61,177,443,1249,2702,4977,8938,14030,20780,28958,38856,50435,64042,79172,96368,116907,137650,160854,184994,209439,235365,261046,286867,313837,341732,370047,400551,430576,462381,492716,526129,559668,594809,626275,657136,680104,694049,699135,696433,686213,669687,646208,618194,583133,539222,494798,447646,399794,359598,319433,282566,247865,214842,186958,163396,140753,121047,103542,88967,75364,63230,53259,44552,35953,29253,22881,17156,12547,8563,5984,4188,2749,1818,1362,813,500,356,264,212,188,125,91,90,70,55,35,24,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,8,4,34,65,150,403,793,1808,3968,7182,11564,17487,24926,33952,43841,55290,67667,82735,102114,122533,146343,171562,198985,227428,255786,283116,310537,336387,361109,385391,409833,431683,453712,477541,500388,526538,549384,570480,586666,596486,601976,601925,595194,579949,562429,539827,507695,471640,434224,393339,351216,312274,276568,244530,216032,190326,166282,145435,127983,111443,97389,84905,73265,62180,52598,44084,35680,28347,22178,17262,13349,9747,7021,5168,3718,2747,2034,1358,944,646,456,277,188,91,65,42,43,25,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,2,10,22,78,187,457,1053,2356,4509,8144,13189,20837,31124,44788,61039,79703,101448,126084,151850,182930,218101,256331,297980,341596,385809,427746,468778,506563,540398,570103,597988,623575,645347,664857,684104,703446,725170,746391,764708,787696,808908,825395,837337,846879,845730,826821,794287,743518,673022,596267,521270,456943,396218,345225,302764,267434,237430,209776,184934,163621,144207,125912,109873,95731,83570,72788,62782,52880,44487,35991,28687,22770,17202,12585,8920,6342,4294,2802,1823,1192,671,477,322,200,159,134,115,98,65,56,27,15,19,9,6,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,7,51,217,654,1791,4188,8366,14688,23459,33283,43973,53781,63712,73591,83756,93388,104735,118126,134100,152845,174243,201527,229625,261669,298317,333718,374817,414907,457543,500710,542929,583129,618970,658254,694864,728260,759230,790478,818981,848421,873527,893118,906369,914508,911020,892042,859925,818707,765771,707191,646753,583345,522511,465576,413296,367779,326403,288090,255319,225883,199210,177707,156483,139004,120743,104178,88733,74162,59938,46602,35515,26896,19936,14441,10368,7459,5277,3785,2696,1826,1170,699,435,287,197,154,145,125,90,82,49,51,28,24,21,19,9,10,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,9,17,31,47,98,273,601,1053,2167,4165,7051,11704,18505,26473,36317,48506,63357,81377,103193,127163,154156,184110,218161,250732,284783,315610,346576,374173,398522,421491,444186,465094,481807,500331,517306,531558,545819,560781,576847,589544,601711,613988,626427,636061,640695,638729,625079,599010,555731,505934,450293,394750,347308,304219,270298,241038,216292,192253,171247,151774,135089,120085,106578,94089,82253,70544,60803,51595,43160,35278,28808,22307,16874,13098,10217,7554,5546,3541,2497,1753,1188,857,544,323,203,162,143,119,113,124,96,74,63,72,60,47,29,15,20,14,13,10,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,3,8,25,43,81,134,224,562,1321,2685,5161,9203,13787,20566,27985,36985,48069,61200,75691,92184,112050,133959,158634,183616,211424,238347,266090,291302,318333,341879,364491,385132,405761,422783,440116,454592,467184,477404,487869,500626,511018,521670,537199,551463,560623,566719,567999,560929,539781,513381,479546,442014,407057,374033,346026,319115,295719,270297,246007,225301,204005,182856,162771,142738,125461,108240,91757,76690,62703,50523,38887,29861,22922,18144,14532,11363,9095,6928,5442,4059,3250,2378,1679,1139,700,439,221,135,69,49,33,16,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,56,154,470,1221,1843,3100,5088,8189,12918,19265,27318,36738,47566,60958,77680,96974,119887,145922,175282,207283,244362,281015,319154,359111,398456,437182,474130,511990,549337,581125,613603,643592,671326,697174,719520,742070,763142,784786,805389,823686,833105,839838,835065,818660,793318,753322,700295,640928,577099,511903,450941,395839,346374,300918,260698,227350,199411,175769,155219,137113,121955,107817,95691,82154,69354,57263,45601,36364,27286,20466,15290,11601,8669,6399,4942,3920,3226,2764,2420,2185,1816,1390,1018,700,507,300,109,33,22,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,4,10,29,64,107,167,394,741,1535,2863,4867,7834,12161,17863,25578,34980,46506,60439,77929,98225,121906,150607,182836,218907,259476,303778,350895,396932,445619,493024,539184,584354,625118,665769,704499,740038,773859,804533,834033,861347,885755,914176,937450,962657,979874,984749,973431,942426,881832,801740,709559,620677,533568,450485,382794,321686,270556,226644,191031,163392,139993,119714,102626,89388,78081,68082,57914,49056,40146,30853,22327,15571,10948,7451,4967,3065,1894,1265,884,612,395,278,183,156,114,110,109,90,88,72,49,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,4,19,62,268,572,1123,2498,4900,8674,14189,20562,28722,38740,52110,67258,85229,105817,130790,158549,189219,221685,257442,293948,331411,366540,402476,437244,468887,498616,524951,548990,570271,584660,600026,610396,619850,624322,625226,625124,619981,612753,601713,592598,580355,566150,545494,515147,477910,437226,391028,343039,297118,252632,213727,180223,153256,131261,113448,97670,85797,75338,65985,57317,49507,42049,34340,25892,18650,12632,8266,5114,3010,1815,1064,741,472,342,234,128,78,49,41,23,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,1,6,25,47,111,242,523,1109,2248,4310,7770,12425,18773,26286,35696,47429,60811,75654,92401,112419,133963,158006,183310,210738,237976,267764,297261,328298,358527,387723,416405,440660,461897,479349,497963,514855,527705,540865,549427,558559,561261,562819,559721,557499,553069,548146,539704,528178,509774,491886,467204,431331,389282,341090,293049,245584,203845,170329,142811,119385,101925,85751,75132,65013,56409,48777,42497,35596,28683,21960,16008,10478,6574,4053,2213,1252,695,397,282,189,142,108,85,55,49,51,33,27,17,15,10,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,2,22,54,120,256,581,1479,3284,6506,12303,21381,33236,48014,65478,84716,106370,131345,159192,190017,224024,262108,300307,343223,387221,430083,473468,512986,551575,584249,614103,637090,659103,678150,689249,698740,701355,700823,699366,697614,694917,691025,684406,674174,672293,661898,651550,637600,618413,593406,567264,539185,503630,464251,412724,357275,302648,254543,215022,180424,152413,128265,110517,96942,86216,77724,69241,60682,52964,44518,34759,25963,18885,13232,8860,5674,3312,1959,1269,798,567,422,334,241,165,116,92,72,75,49,38,41,43,29,22,40,23,34,29,17,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
