,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
235,39790,296324,235519,30196,2584367,215,3720,3728,8871309,82263,11438,8061,58023,11414,6154,57646,5687860,2,14648,53,0,9306,706,77,7438,7642,9590,1021704,2054,3068,1,19016,1458,26940,451816,507750,0
236,33574,254956,196597,25971,2260845,177,2975,2971,7682733,70724,9758,6638,51274,9336,5006,50518,5073983,0,12742,43,0,8634,538,65,6059,6161,8504,917845,1669,2495,0,17527,1108,24086,417390,472842,0
237,49001,363942,291744,36675,3201451,290,4510,4480,10892344,101690,14510,8999,71734,14504,7566,71865,7002868,2,17925,79,0,11397,895,77,9288,9434,11274,1261487,2080,3179,0,21783,1714,34000,548464,624117,0
238,51925,381949,307318,39715,3331495,301,4775,4896,11250419,106559,15398,10039,75457,15295,8242,75155,7251356,0,18814,74,0,11786,901,77,9994,10100,11889,1306514,2376,3703,1,23683,1836,36103,568764,639091,0
239,40785,294788,241102,28985,2516598,286,3786,3635,8703242,81448,11761,6811,57233,11759,6680,56936,5503620,0,14760,54,0,9115,806,58,8057,7969,9056,996362,1465,2452,1,16078,1491,27410,425116,471447,0
240,37368,272962,221314,26536,2345685,211,3538,3349,8140841,74913,10742,5986,52557,10927,5943,52106,5128437,1,13868,55,0,8237,705,63,7460,7409,8367,933768,1289,2126,0,14746,1409,25771,397076,441419,0
241,48754,363630,288537,36239,3140653,272,4476,4443,10612166,100505,14294,8808,71427,14363,7457,71042,6906363,0,17960,83,0,11394,897,75,9247,9196,11416,1247976,2059,3172,0,22010,1686,33975,542482,613143,0
242,52332,392649,308127,38158,3480766,266,4464,4603,11493342,109447,15418,8998,78800,15476,7713,78723,7632179,0,19995,65,0,12856,876,57,9686,9506,12844,1396338,1995,3362,0,24123,1732,37130,613129,709085,0
243,38077,289187,221454,29732,2468579,184,3399,3413,8400572,81142,11213,7786,58198,11048,5668,57314,5568094,1,14208,64,0,9274,659,58,6843,6802,9306,1002722,1868,2844,0,19024,1240,26735,447261,501279,0
244,35244,267631,206188,27321,2297248,199,3189,3184,7800959,74985,10590,7089,53678,10272,5018,53486,5180568,1,13273,55,0,8670,522,65,6440,6194,8700,942507,1521,2518,0,17161,1127,25290,418735,467364,0
245,49708,375647,291188,38251,3267360,255,4404,4566,10943335,105069,14905,10362,75657,14600,7446,74714,7235169,0,18551,90,0,12159,824,61,9047,8998,11886,1296020,2489,3626,0,24147,1684,35071,571493,651762,0
246,23456,165771,135790,15592,1552920,142,2126,2074,5170105,43840,6394,3494,32979,6223,3593,33126,3382848,1,8831,23,0,5659,396,27,4361,4473,5781,636941,874,1424,0,10622,868,16913,284962,327483,1
247,28512,214421,165210,22878,1773384,183,2790,2621,6134530,59429,8248,6668,41830,8221,4591,42374,3988342,0,10333,46,0,6804,531,45,5623,5722,6863,719626,1809,2428,0,14538,1052,19614,317041,345101,0
248,37075,286212,214271,30416,2399581,179,3230,3256,8138524,80737,10800,8762,57326,10783,5412,56522,5425225,1,13630,67,0,9108,624,71,6818,6895,9028,970650,2216,3216,0,20160,1311,25847,442359,489592,0
249,35293,269276,207844,28136,2283743,195,3270,3241,7982017,76581,10682,7770,53222,10335,5284,52820,5170055,1,13298,64,0,8777,571,59,6573,6612,8578,919190,1899,2803,0,17381,1208,24806,406156,450828,0
250,22508,167287,130147,17222,1429842,110,2048,1981,4887312,46434,6517,4596,33302,6605,3406,33476,3211366,0,8212,22,0,5272,362,32,4091,4191,5301,583892,1129,1722,0,10752,736,15744,260110,289009,0
251,27390,191449,158167,18374,1771161,144,2597,2446,5848415,50285,7411,4274,38204,7446,4368,38021,3835349,2,10101,37,0,6577,524,40,5346,5447,6498,725680,1111,1626,0,12531,1030,19619,326147,370359,1
252,13859,101526,79367,9493,891703,76,1274,1223,2886773,27705,3894,1931,20197,3966,2133,20010,1940101,0,5161,24,0,3139,209,20,2538,2651,3363,363601,475,783,0,6166,466,9525,160880,184856,1
253,38670,283898,229608,30029,2439253,224,3612,3625,8368004,77871,11349,8388,55581,11057,6370,55636,5328376,1,14301,62,0,9103,685,61,7585,7572,8956,964997,2098,2917,1,18269,1493,26273,421191,463364,0
254,40230,297621,234252,32738,2518026,234,3833,3800,8503354,82624,11576,9367,59355,11822,6335,59301,5546225,1,14791,94,0,9482,777,83,7774,7846,9389,1004994,2184,3400,0,20187,1468,27479,441248,485998,0
255,36378,274767,210959,29439,2329573,199,3235,3379,7752655,76596,10611,8391,55618,10512,5599,54935,5198043,0,13798,69,0,9196,555,58,6783,6756,9190,961916,1992,3167,0,19155,1278,25533,426336,475505,0
256,49510,372343,290785,40548,3209406,250,4593,4447,10664399,104015,14737,12037,74666,14747,7455,74898,7058615,1,18459,100,0,12185,804,90,9211,9386,12041,1277504,3171,4368,0,27081,1686,34167,565565,636106,0
257,51658,390701,303337,40272,3370053,293,4671,4623,11152931,109164,15296,10520,78214,15378,7894,78113,7422099,0,19426,73,0,12338,852,101,9525,9565,12452,1348477,2382,3823,0,25453,1687,36286,591934,671121,0
258,38687,292531,226001,30372,2494655,217,3495,3518,8334139,81951,11311,7755,58243,11152,6006,57947,5534101,0,14391,61,0,9467,666,69,7320,7467,9593,1016132,1846,2976,0,18343,1334,27575,444193,500630,0
259,17120,128525,96225,12900,1203714,92,1483,1480,3842558,35227,4643,3444,26484,4569,2363,26511,2678173,0,6395,28,0,4481,268,30,2977,3027,4539,499079,895,1310,0,9905,548,12696,236588,278123,1
260,12688,93173,74319,8933,899910,67,1161,1108,2926954,24850,3351,2141,18844,3344,1835,18828,1942134,0,4703,12,0,3103,214,19,2264,2327,3363,358070,578,912,0,6589,405,9418,164867,195316,1
261,19442,140423,112639,13716,1356002,106,1769,1684,4382160,37402,5130,3417,28798,5115,2761,28668,2933537,1,7504,21,0,5206,302,29,3574,3570,5049,559491,909,1424,1,10360,639,14344,256960,303111,1
262,37969,288737,220737,30569,2520853,205,3374,3401,8325871,80429,10901,8670,58416,10884,5498,58206,5621035,0,14236,68,0,10196,589,69,6891,6836,10116,1037449,2239,3412,1,22550,1189,27056,472240,536868,0
263,46255,358205,272176,37306,3189969,225,4101,4012,10422323,100076,13584,10839,73370,13565,6640,73115,7080208,0,17442,85,0,12419,715,95,7938,8172,12380,1293061,2608,4069,0,27238,1397,33876,592442,684214,0
264,51790,392358,300954,41079,3516792,253,4507,4558,11215012,108421,14907,11854,80478,14744,7424,80657,7688440,2,19657,90,0,13308,837,101,9339,9146,13481,1426094,3076,4484,1,30321,1612,37712,654610,762541,0
265,39772,301134,232719,30985,2603011,204,3698,3606,8544414,84163,11858,8665,60512,11474,5786,59926,5775931,1,15296,75,0,10012,643,74,7263,7363,10147,1073513,2178,3183,0,20805,1246,28388,482728,546011,0
266,35696,269943,209350,27252,2336435,196,3182,3172,7763039,75432,10357,7294,54280,10214,5360,53705,5202012,0,13691,54,0,9010,567,53,6401,6570,8859,961423,1852,2893,0,18409,1165,25322,431337,489275,0
267,46583,354985,274475,36711,3139253,224,4117,4046,10307590,100219,13679,9979,72604,13657,6653,72121,6966833,0,17863,69,0,12186,803,83,8098,8209,11953,1276489,2404,3613,0,24424,1412,33617,568850,655366,0
268,51949,393332,304315,40352,3467536,272,4492,4669,11326575,109140,15129,10557,79604,14822,7503,79548,7621967,1,19440,83,0,12914,924,92,9285,9462,13058,1398242,2699,3969,0,27095,1679,37296,619787,715844,0
269,39013,292116,227321,30313,2507477,201,3577,3585,8347139,81477,11443,8463,58538,11465,6130,57943,5544544,1,14751,70,0,9642,653,63,7396,7286,9664,1024186,1941,3090,0,19400,1374,27090,449155,504485,0
270,36075,268927,210820,27661,2295401,198,3153,3398,7735454,75079,10516,7164,53308,10598,5561,53191,5093702,2,13570,59,0,8757,652,51,6679,6889,8881,941328,1675,2650,0,16803,1235,25646,414018,465619,0
271,49578,370261,296198,37709,3236650,275,4571,4655,10721736,102440,14781,9778,73652,14693,7656,73721,7016849,1,18843,86,0,11802,855,80,9263,9677,11872,1291667,2332,3522,0,23305,1707,34795,564304,641838,0
272,53893,396761,319455,38486,3437466,349,4999,5031,11322096,108695,15966,9223,77272,15886,8649,76653,7385389,1,20119,95,0,12428,981,91,10485,10708,12217,1377258,2140,3574,1,23686,2048,36991,594591,676285,0
273,38743,287137,226531,29014,2485741,224,3618,3543,8260069,79576,11145,7510,57194,10986,6070,57098,5458236,0,14383,62,0,9746,630,68,7506,7326,9437,1015346,1735,2807,0,18937,1397,27146,449474,507005,0
274,38268,279792,222782,27788,2376082,221,3635,3583,7925560,77117,11139,7060,54275,11074,6039,54729,5202111,1,14255,54,0,9004,684,67,7386,7554,8945,968082,1630,2598,1,16995,1333,26143,423679,470758,0
275,48787,381513,275872,42950,3250205,276,4320,4428,10307257,108180,14415,14613,79076,14320,7088,78649,7311962,3,18414,102,0,13041,811,107,8769,8523,12837,1324069,4465,5612,0,35039,1592,34610,646715,744252,0
276,42968,322373,255332,31673,2823876,225,3977,3832,9412343,89015,12711,7536,63883,12618,6492,64316,6233206,0,16310,84,0,10507,731,67,7919,8052,10310,1139712,1604,2766,0,19638,1449,30359,498325,569591,0
277,58984,483681,343866,48955,4425023,214,4724,4914,14096047,137340,17173,13993,100989,16936,7296,100967,9984209,1,22489,97,0,16827,816,113,9492,9321,16520,1792294,3705,5455,0,39428,1415,45530,852645,1017861,0
278,48964,398283,287023,38998,3734351,185,3854,3835,11776198,111768,14216,10878,83492,14000,6139,83371,8455802,0,19102,80,0,14531,682,78,7884,7633,14070,1523211,2845,4400,0,34222,1255,37464,742016,893698,0
279,47262,366078,277818,35191,3340863,232,4129,3947,10877207,102562,13771,8821,74170,13933,6443,74941,7427164,1,17874,66,0,12218,748,56,8137,7916,12247,1349025,2190,3312,0,26105,1416,34511,624995,739939,0
280,47415,363796,281691,33091,3266387,227,3980,4057,10768767,101364,14043,7530,72422,13918,6698,72206,7207690,0,18154,69,0,12115,718,58,8553,8408,11859,1316677,1658,2834,0,23035,1495,34935,588162,687140,0
281,35415,267224,208776,25376,2342764,195,3167,3179,7864560,73973,10305,6158,52662,10256,5142,52792,5227653,3,13611,55,0,8824,591,34,6350,6478,8805,966631,1449,2300,0,16999,1188,25213,433044,493228,0
282,48069,363912,287310,33886,3249751,244,4096,4084,10831208,101207,14389,7518,72340,14126,7080,71601,7159659,2,18240,66,0,11825,802,47,8777,8853,11581,1307546,1685,2752,0,21583,1465,34888,574361,665055,0
283,50460,389938,298209,36783,3586363,220,4329,4186,11683947,109120,14872,9267,78605,14556,6833,78957,7959019,0,19379,81,0,13198,757,74,8645,8748,13105,1446999,2437,3636,0,28097,1367,36832,663376,785397,0
284,35734,277334,209916,26120,2497759,179,3013,2992,8291641,77614,10325,6344,56461,10214,4915,55868,5625815,2,13681,51,0,9522,528,48,6186,6162,9459,1030580,1665,2471,0,19200,1069,26643,472477,545484,0
285,34170,261295,200090,24621,2326577,162,2913,2910,7729382,72624,9869,5935,52330,9794,4879,51743,5224565,1,12950,48,0,8668,517,53,5906,5993,8728,961932,1344,2248,0,17558,1014,24747,436138,503192,0
286,43365,345829,255174,33415,3178180,186,3738,3631,10316076,96428,12447,8815,71403,12405,5736,70969,7156715,1,16742,56,0,11850,651,66,7188,7226,11782,1285109,2293,3427,0,26973,1210,32584,610183,724419,0
287,46925,373826,279558,35728,3492569,186,3792,3887,11317939,104768,13725,8520,77320,13577,6184,76608,7848284,2,18500,61,0,12991,724,78,7516,7618,12986,1412701,2350,3516,0,28582,1225,35649,664163,790022,0
288,36825,285432,218735,27010,2544717,145,3093,3181,8526493,79967,10538,6219,56969,10837,5167,57333,5720522,0,14086,51,0,9461,571,43,6475,6552,9280,1032482,1508,2384,0,18040,1094,26877,468149,538148,0
289,33342,258448,196546,25042,2288364,173,2933,2834,7714780,72447,9769,6070,52123,9675,4800,52076,5172442,1,12595,40,0,8558,585,52,6008,5947,8542,940688,1489,2417,0,17276,1047,24517,421936,480838,0
290,47974,368207,282864,35476,3293400,230,4156,4153,10945279,102355,14255,8755,73954,14061,6904,74096,7298332,0,17934,65,0,11797,794,63,8496,8423,12042,1318391,2197,3532,0,24965,1427,34797,590237,686709,0
291,49329,381733,290132,37869,3398457,260,4316,4141,11163794,106815,14247,9865,77732,14609,7007,77592,7577021,1,18737,62,0,12648,791,60,8785,8637,12523,1362627,2501,3834,0,27046,1491,35946,615997,713955,0
292,36867,288334,215071,29833,2563829,199,3239,3168,8600597,80973,10857,7909,59134,10793,5195,59563,5838954,2,13741,71,0,9554,585,52,6369,6363,9880,1037108,2068,3034,0,21720,1100,26518,484240,553448,0
293,33178,258986,193336,26680,2274941,138,2892,2915,7708130,73189,9673,7440,53262,9641,4501,53496,5226112,1,12576,45,0,8712,486,44,5631,5701,8769,939304,1959,2739,0,18812,962,24316,428834,485239,0
294,46066,364702,267708,36710,3238716,209,3875,3927,10599986,102701,13578,10186,74726,13602,6233,74739,7294516,0,17571,68,0,12204,725,63,7865,7737,12342,1308571,2597,3868,0,27744,1320,33877,603580,698736,0
295,49372,387916,288875,40590,3389505,238,4386,4495,11251068,109447,14657,11513,79415,14508,7037,79532,7639915,0,18096,70,0,12791,736,76,8562,8716,12704,1354989,3396,4494,0,29020,1467,35605,616279,702714,0
296,35699,283081,200723,29329,2537750,149,2877,2842,8149232,79847,9902,8754,58818,9767,4586,58755,5787778,0,13471,50,0,10164,479,41,5683,5843,9994,1060064,2661,3442,0,24984,968,26763,522573,613955,0
297,32954,267784,188971,27561,2371356,127,2737,2732,7868486,75592,9506,7904,54843,9055,4363,54976,5478652,0,12564,59,0,9312,473,44,5432,5327,9289,981858,2302,3250,0,22601,922,24665,477074,549477,0
298,42045,350317,238603,36920,3262581,169,3366,3276,10064309,100195,11722,11693,75508,11809,4818,75232,7528141,1,16235,68,0,12981,522,73,6085,6246,12949,1363740,3487,4862,0,36295,962,32637,698909,837964,0
299,44404,367182,247165,37389,3521184,162,3361,3364,10338433,102302,11959,11866,78315,11828,5212,78059,7997651,1,17208,85,0,13851,634,79,6350,6678,13758,1472887,3567,5161,0,41924,1010,34614,814857,1000940,0
300,32598,271365,183437,28811,2513741,135,2620,2584,7808419,76147,8781,9152,57205,8857,3904,57399,5807743,2,12982,55,0,10187,411,56,4884,4984,10283,1064775,2562,3658,0,27939,786,25575,555603,664544,0
301,35142,270485,201262,27901,2314779,161,3107,3153,7753368,76255,10201,7537,54550,10265,4862,54870,5255323,1,13198,60,0,8969,512,46,6285,6143,8913,947293,1779,2830,0,18904,1018,25386,430575,479707,0
302,47994,366816,278584,37843,3224779,261,4192,4168,10456775,102874,14034,9945,74683,14011,6896,74832,7146666,3,18393,83,0,12440,787,89,8617,8642,12300,1304682,2369,3878,0,26515,1514,34901,590191,678059,0
303,53033,405762,309336,42680,3467226,301,5005,4915,11479027,114065,15669,12047,80701,15638,8062,81270,7650485,0,19973,89,0,13168,995,92,9917,9680,13077,1379577,2997,4606,0,28268,1829,37356,612010,693032,0
304,38192,288494,224136,29696,2502436,192,3461,3471,8475398,80493,11128,8062,58316,11119,5739,57923,5555582,0,13958,80,0,9624,678,63,7155,7164,9428,1010056,1896,3030,0,19596,1291,27107,450286,506702,0
305,33893,259475,198006,27089,2257117,187,3011,3088,7611148,73103,9987,7366,52758,9736,5005,52083,5085453,1,12715,45,0,8807,573,54,6102,6208,8731,921694,1801,2794,0,18541,1045,24433,417208,468967,0
306,49695,374813,293380,38567,3316269,296,4564,4542,10981971,104773,14413,10448,75229,14528,7381,75612,7278573,2,18542,81,0,12288,846,80,9218,9041,12323,1322913,2603,3871,0,25675,1595,35690,587367,674763,0
307,51383,383003,300664,39114,3342565,262,4714,4651,11105383,106716,14929,9901,76147,14920,7643,76139,7293676,0,19138,76,0,12159,861,97,9539,9820,12061,1325257,2120,3641,0,24179,1725,35956,580045,664476,0
308,37499,283589,219773,29673,2493185,183,3350,3377,8395719,78904,10778,7998,57258,10716,5453,56519,5561909,1,14184,57,0,9477,605,56,6827,6737,9313,1015836,2003,2963,0,19487,1289,26805,456357,516120,0
309,37261,279261,219220,28516,2418604,208,3326,3372,8156920,77160,10824,7026,55437,10706,5654,55601,5351916,0,13963,67,0,9176,610,54,7064,6953,8968,981439,1736,2726,0,17768,1264,26421,431149,486046,0
310,11736,135507,34039,24725,1376345,11,514,502,2345412,36439,1456,18142,32388,1506,425,32443,3385366,1,2888,26,0,5131,24,21,543,553,5437,575476,13218,8600,0,55408,58,9874,712675,1008631,1
311,40932,316897,240708,33746,2810967,218,3560,3591,9309859,88852,11842,9698,64584,11932,5943,64622,6264636,0,15177,68,0,10604,666,64,7258,7369,10405,1125692,2472,3627,0,23501,1328,29090,515420,593568,0
312,34907,274171,202212,26876,2500538,156,2770,2820,8072362,77416,9978,7093,56385,9705,4401,56421,5643872,0,13804,54,0,9612,509,59,5583,5737,9642,1047379,1737,2843,0,21422,999,26379,494612,578858,0
313,32713,257710,189637,25497,2311137,128,2652,2594,7525714,72595,9259,6921,52065,9304,4303,52007,5236871,0,13086,44,0,9098,453,37,5358,5567,8972,974079,1855,2714,0,20052,921,24471,458340,532334,0
314,46429,365477,270843,38252,3279110,209,3977,3927,10713814,103760,13524,10950,75635,13322,6311,75147,7342804,0,17608,75,0,12401,703,71,7811,7842,12313,1317952,2740,4054,0,28081,1370,34197,610381,710078,0
315,46946,373725,272836,38020,3364221,188,3900,3926,10911967,106098,13492,10460,76449,13686,6168,76352,7577183,2,17727,79,0,12605,719,68,7847,7880,12733,1360227,2766,3953,0,29382,1296,35204,639495,750056,0
316,35907,279310,209588,28644,2446558,168,3109,3019,8054115,79035,10283,7970,56606,10307,4951,56517,5511537,0,13684,76,0,9535,595,59,6073,6177,9454,1012589,1939,3011,0,20288,1064,26139,461266,529803,0
317,34261,266469,198160,28022,2339205,172,2965,3032,7855309,75649,9894,8163,54536,9832,4726,54250,5307948,0,12947,66,0,9061,520,62,6058,5970,9050,957032,2210,2995,0,20220,1058,24663,442827,503420,0
318,44486,348360,260338,36961,3082483,182,3854,3862,10158946,97826,12933,10582,71105,12981,6124,71334,6905730,2,16906,75,0,11588,739,86,7553,7618,11755,1242365,2592,3833,0,25118,1278,32578,564282,650305,0
319,50080,385513,294022,41081,3430225,227,4415,4419,11372386,108524,14671,11488,78410,14758,7003,78682,7637807,0,18666,100,0,12671,844,92,8837,8809,12780,1361766,2766,4280,0,27672,1601,36259,615931,705663,0
320,36237,282773,212020,31311,2459066,189,3328,3209,8416032,80160,10640,9183,57821,10582,5220,57732,5592367,0,13401,75,0,9603,529,79,6321,6540,9440,990270,2285,3485,1,20883,1140,25989,449737,505552,0
321,34192,263979,200653,27816,2297667,190,3071,3069,7875273,74264,10058,7906,53320,9963,4897,53181,5196209,0,13045,65,0,8632,534,65,6047,6215,8730,932081,1926,2968,0,18472,1127,24480,419992,471801,0
322,44638,354577,264364,36408,3181753,175,3857,3941,10424241,99503,13202,10159,72395,13147,6358,71984,7130909,0,17135,77,0,12034,701,74,7617,7599,11960,1282959,2550,3991,0,27129,1316,32927,595620,694092,0
323,49435,394732,289432,41437,3475772,218,4409,4296,11425917,111681,14530,12161,80940,14468,6746,81505,7827397,1,18694,82,0,13564,718,87,8180,8343,13334,1392260,3003,4555,0,30215,1432,36379,646715,749218,0
324,35014,276540,201939,29246,2407469,169,3089,3022,8025347,78709,10017,8354,55918,10127,4668,56552,5468800,2,13465,57,0,9496,532,71,5983,5966,9475,991214,2165,3242,1,21339,1037,25866,459548,524929,0
325,32593,264428,187905,26848,2321696,157,2740,2767,7637697,74628,9297,7380,54461,9260,4394,54274,5336059,0,12550,49,0,9310,486,43,5353,5521,9462,977679,1729,2894,0,20831,899,25055,460805,529190,0
326,46737,371619,274111,38354,3296735,243,4057,3904,10797230,103826,13684,10903,75564,13577,6191,75431,7412684,3,17592,97,0,12532,743,110,7850,7953,12752,1340445,2793,4347,0,28801,1341,34631,621694,720154,0
327,45704,342925,269841,34162,3018218,260,4086,4090,10128655,95477,13503,8889,68583,13527,6908,68275,6641937,1,16965,76,0,11193,762,80,8371,8378,11120,1202783,2226,3445,0,22454,1483,31880,535159,605304,0
328,13891,166120,31480,32893,1706586,5,495,443,2557498,44739,1302,26367,39577,1305,323,39470,4202118,0,3131,19,0,6386,18,17,403,392,6445,699955,19444,12463,0,79568,34,11429,1011321,1540475,1
329,13440,151010,46014,27010,1474129,13,695,637,3111884,42931,2087,17900,36668,2118,570,36909,3795041,2,3989,14,0,6415,66,35,821,772,6377,660913,9636,7615,0,50423,79,11701,651113,861661,1
330,30855,246694,180203,26869,2157853,132,2684,2711,7196418,69547,8862,8332,50343,8924,4201,50831,4952668,2,11744,61,0,8662,451,54,5164,5255,8756,899952,2218,3193,0,20485,977,22851,426838,487402,0
331,45024,364854,263666,40184,3171427,196,4189,4074,10398426,103820,13384,12436,75139,13252,6325,74891,7194434,2,17007,89,0,12119,716,94,7812,7693,12279,1282784,3454,4640,1,30014,1323,33231,600390,690327,0
332,47682,376986,281678,39427,3389684,243,4174,4158,11151499,106140,14105,11231,77450,14213,6659,77321,7592406,1,18218,79,0,12899,795,79,8218,8077,12663,1358059,2929,4274,0,29242,1385,34586,629665,733911,0
333,34790,285563,199879,29045,2615939,134,2811,2763,8387634,81978,9782,8597,59450,9566,4191,59735,6025626,0,13656,48,0,10573,478,52,5239,5342,10598,1102739,2097,3367,0,25092,885,26650,539563,639482,0
334,29337,246837,166684,25672,2304607,99,2263,2241,7273372,69643,7830,8327,52438,8058,3347,52224,5401732,0,11732,51,0,9491,337,48,4175,4282,9622,994854,2437,3349,0,24712,681,23374,511104,607760,0
335,43456,353386,250017,38315,3173802,174,3659,3583,10315007,99856,12596,12223,74254,12691,5640,73340,7281003,1,16426,91,0,12309,631,77,6989,7125,12279,1292504,3424,4769,0,31814,1193,32517,624988,729181,0
336,50297,387593,294822,42060,3395639,287,4636,4422,11340195,110100,14781,12595,78999,14845,7488,79787,7616107,0,18576,100,0,12718,885,94,8843,9221,12692,1343036,3087,4554,0,29007,1588,35406,609432,692524,0
337,35581,282762,206189,29901,2438672,188,3165,3078,8021801,79574,10245,8678,57213,10411,5160,57272,5535446,1,13473,42,0,9408,574,60,6478,6197,9412,1008715,2568,3330,0,21776,1069,26084,471276,536953,0
338,33885,264933,195178,27594,2350299,152,2963,2845,7695986,74271,9560,8339,53550,9423,4690,53363,5313195,1,12632,53,0,9181,507,62,5883,5666,8860,974532,2283,3095,0,21374,1060,24994,462012,532627,0
339,44578,358589,255027,37526,3262035,184,3555,3570,10369907,101085,12577,11703,74606,12426,5506,74696,7422704,0,16927,60,0,12611,652,70,6993,7253,12704,1348130,3247,4373,1,31363,1149,33655,656903,774019,0
340,49433,389645,285056,41607,3447640,238,4373,4286,11081374,109579,14390,12478,80740,13837,6716,79907,7758568,0,18283,63,0,13342,760,76,8263,8450,13197,1392805,3420,4837,0,32179,1418,36331,662318,771463,0
341,34563,277092,200438,28068,2494926,156,2815,2830,8172949,77985,9793,8195,56861,9611,4527,56540,5699578,0,13172,63,0,9695,496,52,5610,5726,9573,1033560,2061,3102,0,22564,968,25900,497701,580382,0
342,32210,258171,184359,26209,2350344,150,2639,2661,7607726,72963,8648,7827,52938,8872,4219,53070,5392823,1,12255,55,0,9122,462,52,5090,5303,9154,983920,2307,3145,0,22388,886,24187,485161,564947,0
343,44344,344159,259638,34988,3153825,215,3697,3648,10271308,96076,12685,10210,70742,12522,5991,70217,7066125,2,17014,77,0,11528,703,75,7602,7561,11797,1278760,2776,3900,0,27018,1316,32573,601908,709408,0
344,32468,256023,186876,27080,2203994,159,2961,2794,7406956,71805,9236,7680,51958,9181,4552,52201,5043020,0,12133,57,0,8646,470,64,5520,5780,8624,915090,1943,2961,0,19391,1043,24055,424158,483089,0
345,13386,154107,37081,23964,1592769,3,488,472,2698241,41378,1487,16255,34703,1511,394,34941,3936461,0,3339,12,0,5636,34,17,511,520,5751,684024,11057,7710,0,56648,52,11318,841755,1224151,1
346,31707,251137,184989,26736,2202786,160,2830,2824,7505055,71179,9293,7853,51360,9134,4291,51688,5070464,2,11834,67,0,8749,478,59,5467,5469,8556,907212,2014,2815,0,19148,955,23148,422694,481095,0
347,16296,126975,96377,12415,1149262,89,1456,1305,3811729,35295,4663,3128,25546,4496,2318,25606,2565016,1,6287,44,0,4416,267,27,2757,2943,4445,470557,872,1385,0,9478,467,11896,216280,254386,0
348,13676,146126,52686,22385,1402493,20,716,688,3157915,41357,2490,13160,34038,2475,747,33801,3566570,0,4674,17,0,6151,71,24,928,962,6289,644609,6459,5518,0,39218,117,11784,564632,737364,1
349,41961,335113,243184,34969,3099821,206,3524,3616,9887369,93592,11776,10516,68916,11577,5459,69162,6976528,2,16046,87,0,11748,586,79,6684,6740,11716,1267994,3047,4099,1,29569,1141,31185,622759,749516,0
350,25851,202437,150601,20525,1818304,121,2216,2106,6072159,56135,7201,5462,41278,7204,3477,40958,4162405,1,9799,50,0,7071,373,43,4304,4325,7158,766900,1323,2103,0,15220,722,19342,363329,418729,0
351,17644,202512,50910,41256,2044314,18,748,713,3713416,54601,2095,30363,48928,2133,612,48477,5158349,0,4505,29,0,8437,47,36,815,831,8242,909353,20685,13476,0,84291,70,15373,1057131,1497830,1
352,16601,180451,63877,24890,1796335,22,760,835,4334670,49914,2757,14220,41970,2876,785,41651,4686652,0,5562,25,0,7749,88,25,1050,1064,7774,838151,7023,6026,0,45737,121,14737,679659,852919,1
353,15996,181871,55228,32227,1805452,14,776,786,3659111,51097,2478,20566,43226,2463,733,43246,4579778,0,5128,31,0,7740,60,28,985,956,7716,817832,12433,9065,0,61567,99,14165,822924,1116911,1
354,19319,217611,68231,41155,2253567,22,957,993,4898412,59557,2884,28097,53194,2877,779,53316,5748065,0,6019,35,0,9876,61,35,1101,1024,9642,1004757,16498,12245,0,77300,126,17304,958397,1242672,1
355,42637,343009,251983,35921,3048328,191,3765,3817,10261837,98642,12592,10367,70146,12799,5806,71140,6989978,0,15962,90,0,11390,693,78,6924,7050,11400,1230973,2471,3855,0,26512,1191,31342,575125,669690,0
356,32517,269907,187556,26912,2433004,135,2571,2625,7896484,76773,9287,7701,56261,9118,3951,56460,5697418,0,12473,48,0,9485,496,52,4869,4925,9565,1022589,2229,3161,0,23319,787,25333,501139,586642,0
357,32967,262717,190436,27205,2273325,149,2889,2856,7541610,75225,9705,7323,53540,9637,4461,53895,5245383,0,12557,63,0,8980,503,54,5557,5570,9048,949565,1859,2735,0,19383,978,24083,437797,500713,0
358,45957,368478,263625,40164,3198708,225,3999,4053,10369289,104950,13577,11918,76119,13281,6212,77151,7297729,0,16832,89,0,12294,717,79,7834,7649,12242,1295806,3206,4466,1,30544,1267,33631,616113,710083,0
359,48299,373354,284976,38339,3255895,257,4381,4282,10685613,104925,14410,10416,74962,14130,7124,75147,7242447,0,18089,85,0,11852,824,87,8771,8914,11985,1292545,2525,3778,0,25546,1564,33662,585812,676412,0
360,35101,271712,204731,26629,2447989,158,3060,3062,8085819,74892,10082,7095,55118,9947,4878,54550,5518542,2,13423,47,0,9237,526,44,6058,6186,9220,1009004,1666,2704,1,20267,1020,25426,470515,549145,0
361,33938,262180,200008,26911,2270160,162,3055,3110,7821427,72640,9990,7452,52387,9930,5018,52112,5127653,1,12808,82,0,8602,544,59,6203,5956,8430,914152,1928,2871,0,18115,1124,24268,407653,457551,0
362,47666,357146,280729,35630,3135150,290,4368,4395,10508579,98949,14028,9205,71216,13775,7210,70642,6914192,1,17291,77,0,11621,834,96,8826,8783,11416,1244704,2063,3485,0,23367,1672,33568,550863,626883,0
