,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
169,47451,74423,10,101339,8,74297,14,102893,8,26488,27049,42222,42491,26372,26629,43057,43271,653843,113391,637560,122826,638528,112518,646436,124681,1179209,1443326,1416319,1159357,1154501,1414172,1423408,1173759,1175376,446824,1338012,436675,1140129,434488,1333411,442319,161542,162019,140599,139149,157742,156362,137649,139296,95781,47344,95836,32506,94074,46561,93673,31955,606581,454241,0
170,49285,78239,11,103781,15,78631,15,105005,16,27561,28226,43896,43093,27985,28306,44279,44374,683191,117518,664335,128687,668489,116031,676072,130846,1244681,1482336,1447564,1220958,1215785,1438565,1447185,1237618,1242211,467332,1374118,452313,1194175,451506,1363720,459862,166498,167440,147433,146588,161689,160322,143905,146663,100703,47594,99691,34231,96887,47276,97493,34014,635265,466492,0
171,36505,55915,9,79468,10,55423,5,80814,6,20725,20969,31498,32019,20562,20905,32581,32089,503369,90302,485423,93554,485873,89309,493628,95517,889216,1119851,1086830,869932,865936,1079024,1091639,883579,898404,350378,1035920,336876,867679,338504,1024151,344793,132102,132255,106939,105301,127496,125985,103890,105343,74153,41553,74792,23692,72162,39438,71776,23804,470132,349497,0
172,15028,35438,1,41647,0,35317,1,41780,1,6906,6798,8328,8318,6780,6952,8498,8313,401063,40829,396716,35982,394933,41198,397422,35700,444639,547170,539455,437541,440598,551003,546509,441179,819084,164384,962327,162642,802981,164233,963753,164220,97516,97154,92310,90087,95708,96587,89506,89763,163405,16400,166544,8924,165829,16122,162643,8925,1029437,232473,1
173,18998,45336,1,52149,2,44834,0,52640,0,8547,8927,10851,10916,8507,8461,11215,11002,482132,49837,481538,44801,472245,49403,482472,45195,598401,732882,731245,601743,590192,724265,731234,602343,1016607,227449,1187187,226425,995493,221947,1169246,227878,121128,121806,110256,110119,120821,118314,107952,109904,173251,19992,172952,12258,172951,19788,169099,12276,971595,313492,1
174,12075,66426,0,13631,1,68898,0,13630,0,14320,13703,3060,2800,14784,14926,3033,2849,213420,19793,202165,26899,217025,20129,199740,27014,567285,159721,152106,509244,598902,161044,139149,548874,792355,104947,298222,94522,776146,107703,288536,93233,32103,32799,80878,79314,32090,32879,85195,83286,61482,2685,62666,38133,62312,2853,61726,41971,398026,206404,1
175,26772,42712,2,60141,8,42642,1,60675,3,15212,15997,22295,22284,15856,15464,22911,22733,371613,66334,362876,66481,366933,66168,374952,68001,665291,841968,816860,667728,664375,822510,837778,676751,711009,267191,795598,260220,693306,263403,798995,270270,103628,103861,78761,77207,100106,100565,78140,79323,60173,30541,59511,17353,59200,29633,58580,17596,373539,260828,0
176,38049,60162,8,83322,9,60105,8,84431,7,22296,22309,33048,33193,22529,22074,34101,33879,520324,93641,507739,97837,509852,93659,523886,100635,971375,1190334,1165930,950376,959685,1181969,1192463,984914,975342,371422,1081930,361051,930148,363424,1086024,374070,136613,136647,109079,107718,130182,130349,108065,110181,74592,41125,73383,25881,71484,39891,71561,25506,470657,355126,0
177,34920,54901,8,77644,3,55734,9,79040,3,19916,20474,30244,30294,20310,20323,31112,30667,494475,86576,476509,90781,483224,87688,493857,92806,905089,1116583,1071796,890387,890208,1097053,1104500,907866,924265,350340,1030775,335404,887657,341912,1039657,349548,132016,131864,104264,103174,124783,124874,103049,105384,73696,38437,73323,23436,71058,37517,70738,23864,462111,336030,0
178,46052,77664,6,103006,9,78814,6,104383,9,26115,26505,40741,40019,26505,26333,40492,40894,670438,109830,655003,122065,663506,110962,672796,123946,1220957,1417290,1394302,1197988,1213129,1416742,1422005,1233200,1281471,451170,1404638,440051,1233967,446542,1418854,452876,168456,167862,148633,146568,162635,162520,147451,149432,105763,45436,104416,33511,101744,44244,102678,34038,653727,462037,0
179,49896,82219,10,106146,15,82437,11,108117,15,28960,29641,44970,45206,29091,29112,45597,45753,716558,124586,703377,138130,702700,123928,722810,141404,1334470,1552417,1537240,1328115,1310531,1535763,1567279,1355430,1332099,481421,1454775,473032,1277317,471176,1468611,486440,175541,176221,155672,153118,169716,170056,153814,156799,104810,49663,103278,37252,100601,48513,101779,37873,670437,471716,0
180,39817,60652,5,86805,10,60812,7,88056,7,23229,23417,35972,35328,23261,23181,35975,35859,531811,99430,518443,103510,520144,99342,532062,105483,979089,1220686,1190924,958603,959849,1199061,1216016,986175,964780,376607,1091538,365713,923211,365747,1096539,375781,140915,141657,110917,108851,134501,134441,110140,111865,73570,43587,72651,27213,71006,42983,71062,27168,477389,364747,0
181,31991,49694,5,73168,4,50286,7,73757,5,18289,18781,28813,28355,18371,18302,28918,28561,464480,84591,454275,85889,455973,84441,466662,87104,828673,1064224,1045269,825780,816795,1040886,1057405,840823,864455,320560,994093,316746,837369,314577,1002709,323925,127651,127846,96866,95633,122945,122102,96313,97501,71623,38847,71556,21956,69336,37708,70274,21665,457439,309728,0
182,45634,76715,19,100326,7,77000,9,101986,7,25984,26182,41451,41373,26159,25695,42156,42047,694458,115964,683700,127922,681194,114965,697221,129503,1235616,1469159,1449807,1226247,1211449,1445283,1470129,1250186,1306124,449605,1460144,441634,1258922,440222,1466234,453042,175196,174561,154131,152118,169056,168080,152208,155036,110854,47228,111216,34017,108102,46309,108551,34424,704106,451751,0
183,46705,81029,7,102705,8,81213,9,105209,4,26303,26083,41983,40943,26283,26638,42242,42396,743708,117083,726570,131446,730632,118136,748251,134155,1294516,1507900,1480516,1280642,1278522,1495460,1507212,1312392,1421111,467601,1569635,453697,1366345,457242,1587392,466508,184472,184604,169401,166053,177742,177943,167985,170909,129083,45885,127536,35871,125058,45036,125072,35798,797755,478973,0
184,35919,56741,6,80104,9,56787,5,82005,3,20315,20375,32030,31208,20543,20403,32047,32118,524472,92186,515831,97099,516452,92029,529355,97894,922918,1153087,1135837,918566,908263,1124457,1155721,937466,985009,351042,1119844,344508,949695,343141,1118868,356597,141071,141550,111879,109721,135492,135265,111225,112757,83530,40619,84035,25121,81762,39543,81734,25352,533998,346391,0
185,32814,52072,8,75083,8,52056,6,76774,6,18311,18426,29599,29246,18641,18386,29598,29286,486384,86154,475323,87540,477467,85528,488964,89060,842562,1092728,1059678,834215,832667,1065157,1087173,846494,905545,329142,1060609,320187,881430,321799,1068658,329769,135882,135105,102961,101399,130247,130462,101834,103334,80119,39277,79589,22753,77399,38102,78239,22299,506582,323544,0
186,48642,77253,12,104816,6,77239,13,105574,7,27486,27743,44649,44421,28308,28070,45513,44333,685622,120505,671110,133493,675017,120952,686939,135082,1261873,1507716,1474445,1251837,1244531,1501606,1500373,1277483,1258788,463272,1402231,453819,1212557,455816,1411827,464721,173228,171995,147937,146371,167915,167696,146227,149719,98886,49902,98630,35604,95718,48669,96543,35362,640843,457087,0
187,49606,80803,2,108341,10,81050,14,109495,10,27778,28092,44867,45164,28410,27858,46112,45339,720567,122434,702990,136185,709766,122598,726814,138347,1302268,1555899,1519906,1285926,1289604,1532338,1563331,1322730,1337033,475167,1488295,464326,1285866,466990,1511636,481853,181784,181181,156280,153982,174417,175030,154100,157804,109222,50343,109203,36855,105324,48846,106727,36958,697185,482059,0
188,39172,60923,5,86017,5,61045,7,87956,8,22248,22575,35162,35450,22031,22242,35512,35452,537972,96806,525265,101636,528282,97247,541032,103756,969889,1213869,1195657,961690,954820,1204577,1214592,986095,989104,373943,1118860,363274,946305,366011,1127217,376114,143430,143131,111903,110195,137757,137659,111010,112846,78283,43662,76937,26564,75026,42306,75362,26504,495956,377606,0
189,36147,54694,6,79759,4,54910,4,80836,5,20821,20911,31775,31514,20373,20640,32097,31796,488754,90593,477549,91476,479490,90083,487836,93828,870283,1114883,1088011,861576,860877,1103203,1107924,882247,889093,341539,1025481,332435,854575,333045,1030932,341406,133836,133170,100394,98683,128689,127837,99338,100165,71518,41212,70627,23560,69541,40116,69992,24002,456515,342634,0
190,49664,79339,8,106047,12,78601,10,107543,14,28529,28453,44997,45146,28841,28807,46277,45516,690935,123143,677555,134385,679772,123090,695840,137078,1265202,1518234,1490890,1246915,1253223,1499759,1518534,1278175,1253180,467469,1402871,455165,1209725,456180,1416938,468361,175456,174822,148473,146494,168618,168879,147623,150293,98761,50759,96779,36286,95479,49450,96174,36423,638992,469376,0
191,49764,79742,7,106144,10,79489,11,107755,17,27991,28376,44732,45057,28271,28126,46163,45490,697057,122081,677676,135265,684233,122352,697949,137984,1272865,1524407,1482592,1246710,1251477,1504338,1518093,1274342,1275843,469886,1422128,454431,1223576,459681,1430429,469314,177952,177285,148849,146552,170084,171506,147491,149591,100715,51134,99461,35850,96999,49574,97580,36087,646379,473393,0
192,39434,59641,5,85908,5,60173,8,87819,4,22382,22329,35695,35651,22604,22459,36503,36334,532180,99118,517188,103851,520791,99373,538536,107942,960295,1209539,1185048,942532,944421,1192797,1221433,966987,954838,367854,1088599,359078,914256,359425,1105151,373230,144527,142680,109521,107347,136568,136900,107935,110279,74530,45265,74102,27130,71826,44514,71964,27137,482044,370043,0
193,36534,55194,10,80865,8,54643,4,81776,14,20645,21119,32640,33259,20740,20653,33107,33280,494696,93611,486035,95552,482332,92472,494938,97461,890326,1150939,1126198,880277,874878,1129803,1152246,895082,885311,347984,1031963,340939,848720,337904,1036698,348669,135326,134229,101930,100129,129358,129501,100101,101582,69456,42901,69286,24555,67802,41879,68408,24245,452987,346800,0
194,48473,76808,9,105071,11,77750,14,106139,7,27219,27644,44307,44582,27429,27469,45161,44708,682552,119911,663959,130892,669285,119591,682681,133360,1227442,1495519,1453458,1197884,1206068,1463101,1484590,1229876,1240044,457976,1396065,444278,1190090,448344,1408239,455599,175483,175293,144146,142007,168110,168690,143052,145884,100853,50950,100336,34864,96944,49537,97883,35216,644099,464488,0
195,50568,81881,12,109142,12,83146,15,110551,11,28801,29177,46539,46393,29197,29398,47794,46845,726562,125394,706569,139834,717168,126743,726760,142631,1330636,1571925,1526611,1307456,1311806,1576775,1562703,1341716,1329420,486176,1473257,471417,1277290,478624,1497251,486267,182982,182471,156534,154178,175561,177327,155255,157968,105172,51801,104807,37558,102306,50064,102535,37883,679472,491773,0
196,38120,59791,6,85327,5,60379,14,85799,7,21656,21799,34606,34502,21829,22012,35154,34901,540242,97330,527646,103186,530621,97458,542362,104872,962665,1198648,1175044,943437,942389,1188235,1192484,964593,982923,367229,1124619,356263,945617,358315,1133384,368925,145232,143885,114077,113006,138476,139163,113212,114939,81509,43802,80457,26386,78637,43084,78968,26680,526741,370832,0
197,36058,56419,6,80918,6,55877,5,82010,13,20157,20537,32878,31892,20366,20424,33166,32995,506431,91942,490726,95158,494787,91177,504901,97670,904214,1157998,1133026,879747,884388,1129290,1138209,902832,919503,353310,1075242,341395,882305,343322,1066645,350990,138518,138981,104727,103291,133446,133166,103341,104827,75603,42203,74923,23922,73081,40926,72795,24009,478830,354268,0
198,47483,76181,9,104482,6,76386,11,105547,13,26686,26722,43288,43259,26562,26931,43686,43272,675082,117080,661255,128715,664765,117049,674239,130633,1221486,1485083,1447020,1203736,1202409,1467426,1476869,1228361,1231747,453644,1400247,442397,1193184,445452,1414334,452207,173547,173230,143236,142399,167303,167285,141568,144468,98490,49178,99981,34071,97144,47625,97290,34409,637899,462573,1
199,19842,33626,2,39812,7,33337,3,39663,6,12423,12523,15935,15876,12360,12148,16131,15912,294156,53666,292407,55573,291775,54058,293773,55926,533154,599337,598715,536374,530615,602664,597607,542548,562154,194275,605852,194750,552639,193766,604384,195497,76325,76388,67390,67561,75124,75062,66947,67485,48689,19982,49033,15511,48255,19912,48184,15949,309913,187619,0
200,30169,43359,9,69337,6,43412,6,70263,4,17092,17309,27168,27325,17014,17064,27581,27078,405280,79482,395935,77502,397278,78496,403683,78065,694607,958764,934162,689000,689802,935624,945461,703003,713074,285498,864918,278227,690664,279567,865097,285057,117819,117472,80128,79606,113351,114224,80347,81046,58678,39717,58464,19107,56742,37758,57051,18993,381717,288218,0
201,19735,30088,7,43751,3,30159,4,44173,3,11455,11405,18149,17940,11366,11498,18758,18061,271307,51372,266656,53651,267614,51474,272905,54116,479531,624971,605011,480810,478020,611995,624775,486408,487664,188108,569284,183195,475100,185229,576282,189550,75327,75268,56739,56548,72828,72925,56780,57533,40564,23808,40395,13756,39722,22688,40013,14052,265197,185954,0
202,20392,33340,4,38339,7,33184,2,38779,4,12840,13217,16886,16657,13024,13202,17134,16631,280311,55466,276975,57497,276414,55140,278247,57759,534709,603036,590450,529081,528528,592944,590794,532410,514651,194278,554682,191651,504798,189870,551076,191877,71675,71578,63329,63096,70375,70009,62754,62991,40920,20513,40854,16431,40734,20283,39838,16385,269495,180342,1
203,44827,72697,9,99474,8,72388,4,100573,9,24809,25458,40627,40568,25325,25121,41258,40748,642465,111425,627387,120124,629768,110373,641924,121652,1135075,1405931,1373924,1117515,1125372,1368192,1392970,1138769,1174435,427418,1345211,416410,1136087,418251,1343426,426694,167303,167316,136973,135211,160412,159526,135047,138326,99088,47910,99185,31780,95712,45933,96328,32337,628161,450135,0
204,51352,84108,10,111193,10,83698,7,113231,9,29147,28923,46501,46595,28646,29055,47293,46829,724462,122449,705657,136299,707303,122530,724868,139487,1319994,1578508,1545276,1298410,1297859,1547463,1571386,1336882,1333441,485620,1489857,474794,1275293,474698,1490099,488354,180120,179881,155052,151344,172040,172202,152382,156603,105080,51007,104617,36303,101851,49288,102684,36880,666649,496421,0
205,35513,54962,6,80816,7,55582,7,81599,8,19447,19800,32347,32476,19647,19556,32508,32321,518815,92193,509511,96211,510062,92440,522891,97804,893721,1146889,1129896,884230,877098,1132815,1145220,900530,947932,344909,1116604,337229,919026,336139,1121933,345587,143935,143414,109717,109097,138437,138808,109131,110529,84836,42569,83943,24650,82229,41391,82231,24253,541791,346960,0
206,18630,29867,1,42361,5,29950,2,43168,3,10641,10860,16825,16929,10812,10614,17016,16705,273838,47873,267900,51509,270102,48752,276077,51469,477372,595667,587445,473821,470181,590227,601124,477889,506091,184762,585547,179192,492020,180968,594496,186670,76023,74826,60090,59081,72657,72859,59813,60798,44111,21755,43553,13289,42598,21456,43384,13204,280961,182353,0
207,14482,26940,2,28138,4,26903,2,28331,1,9297,9249,11684,11344,9085,9222,11877,11386,221053,38625,217804,41939,222444,38596,222027,42120,416019,423447,419512,407610,409852,428262,420111,414023,437753,142970,444448,140298,428373,142758,444710,142062,53428,53210,54264,53589,53078,52836,54584,54554,38433,12902,38125,13029,37351,12547,37817,13017,239660,139021,1
208,45695,74374,8,100681,12,73837,3,101249,7,25624,26155,41691,40917,26189,25962,41896,41625,659255,114496,644801,123414,644588,113174,656191,125858,1170806,1426388,1390406,1151400,1154986,1396583,1406797,1175180,1195192,435945,1364580,423843,1162023,425712,1362348,431988,169336,169509,141515,140588,163220,163795,139063,141609,99502,47834,99549,33294,98093,46638,96919,33120,635877,449540,0
209,21124,35626,3,42194,9,35515,3,42355,6,13677,13676,17376,16896,13588,13855,17329,17118,311451,59796,307835,60753,307977,59963,308793,61066,585866,665399,658335,590337,582716,661971,655456,591726,587212,212280,631560,210607,578480,209388,625925,211796,78564,79138,69687,69231,77718,77509,68704,69329,47832,22109,48340,16986,47436,22124,46906,17237,305904,197616,1
210,29405,44254,4,62296,2,44296,7,62871,6,18177,18104,24607,24725,17925,18311,24915,24757,404981,80652,399485,78597,402470,81282,405312,78697,735134,933295,920586,726162,735070,933807,934778,743756,740688,288174,845537,283825,722921,286099,850314,290554,110340,109732,84105,83408,106935,107403,84110,84865,59544,34628,60286,19532,58501,33695,59123,20147,384982,268346,0
211,36872,57856,5,83229,9,58109,6,84017,7,20774,20665,33263,33373,21179,20852,33914,33937,521607,93780,511423,97670,512073,94000,522661,99542,920786,1183097,1157355,914167,909706,1160952,1171483,928293,948956,357297,1113231,348405,919924,349067,1110122,356607,141180,141488,110077,108174,136215,136383,107778,109631,78581,43157,78134,25615,77781,41653,76421,25237,504537,359487,0
212,35331,53986,4,78846,7,54233,3,79848,3,20142,20085,32010,31488,19844,19766,32081,32514,494247,91384,483606,93561,482690,90770,494144,95091,870091,1128966,1106292,862049,854609,1102453,1122208,877134,894042,340646,1048209,331465,862675,329923,1049737,340823,136078,135506,101816,100131,130064,130297,100498,102618,74144,42542,73886,23816,72115,40642,71443,23795,477325,337918,0
213,40029,63023,8,89119,11,63399,5,90283,11,21730,22608,36356,36376,22217,22246,36962,37500,586355,102807,572851,109673,573014,103558,586343,111280,1013504,1290356,1250605,1003077,998289,1257343,1272215,1019659,1062073,385876,1238243,374946,1026379,376510,1242598,384776,155870,154839,126175,123337,149935,149567,123798,126405,91631,45361,91805,28490,89886,44469,88834,28212,591492,388849,0
214,12874,23511,3,23988,3,23339,2,24419,0,8366,8386,10251,10085,8303,8476,10397,9992,188994,32724,185658,36039,188996,32618,187709,36440,361662,372801,361522,352638,357446,368083,362311,358601,364937,124127,373934,122033,353890,124231,371949,122775,43386,43013,45873,45297,42719,42754,45322,46270,30573,10544,30274,11044,29733,10203,29595,10801,193142,120784,1
215,44795,69571,9,92835,13,69152,8,93661,13,26161,26285,40539,39531,26096,26106,40168,40235,607754,112873,593293,121233,593618,111947,605445,123171,1124203,1354976,1329852,1123225,1106569,1327932,1346330,1137204,1086147,416712,1218970,406761,1050097,405219,1217615,416876,153287,153209,127704,125341,147274,147098,126033,128138,83730,46919,83509,32170,80661,46041,81733,31923,550270,408128,0
216,12894,23130,2,23873,2,23001,1,24024,5,8500,8411,10561,10165,8422,8334,10302,10533,186670,34138,185678,37361,186580,33973,187938,37465,365655,374758,370030,363818,364611,370601,371974,369279,360333,122239,362857,122291,350438,122478,362968,123748,42905,42861,44483,44409,41864,41957,44601,44865,28454,11022,28403,11489,28117,10382,27941,11458,183623,117101,1
217,23305,35706,2,54001,4,35663,5,54275,9,13300,13567,21005,21042,13334,13149,21325,21323,334367,62538,327405,61741,325840,61419,331103,62579,577949,777185,754848,572852,566600,749578,763012,577273,597351,230648,727076,224632,581940,222841,716350,228753,93528,93899,68641,67542,90125,90166,67422,68275,51315,29480,50734,15256,50137,28479,50078,15283,327532,230917,0
218,47849,77775,5,104169,4,76939,10,105252,2,26563,26816,43643,44090,26699,26796,44430,43869,697867,119433,676794,130333,681283,119446,692827,134145,1213265,1486000,1438982,1189673,1197009,1453510,1462835,1219389,1266720,454156,1447421,438523,1224132,441222,1442494,449973,177579,178277,151267,148901,171990,171670,150118,152835,107695,50558,106668,35037,104967,48778,104734,35577,686183,466943,0
219,49127,79381,7,107205,8,79104,10,108302,6,27347,27704,45413,45464,27261,27420,46493,45739,720443,122575,702906,135513,703966,122995,716778,137694,1274567,1555577,1511601,1253754,1257725,1522699,1529172,1281804,1311684,473898,1496291,457565,1262032,461744,1495722,469399,183443,182523,156351,154144,175614,176193,154918,156916,109281,50966,108016,35572,106036,49740,105350,35668,695686,479808,0
220,37049,58034,7,84053,7,58425,6,84449,4,20563,20773,33944,33392,20564,20798,34339,33924,547274,97078,532823,101264,531769,96122,546315,103922,939039,1198002,1170091,933535,920813,1169209,1184334,947434,999248,360588,1167424,350743,959317,348621,1166870,360032,147279,147587,118020,115803,143166,142814,115784,118400,87686,43715,86899,25899,84729,42962,84935,26285,558831,364408,0
221,33661,52094,3,77765,6,51924,3,79492,6,18546,18854,30155,30453,19010,18662,31207,31290,494864,89387,481821,91744,481704,89281,495730,93862,837774,1126232,1087356,829684,828187,1092497,1106945,852741,893094,332996,1075648,322196,862817,321564,1073496,331496,139131,138425,103641,102344,132710,133279,101803,104164,78872,42658,78638,23099,76370,41090,75259,22894,502787,331109,0
222,46363,76804,8,101650,10,76934,8,103206,6,26184,26314,41927,41803,26231,25978,42787,42391,690244,115652,670668,127035,669243,115962,687522,129872,1216164,1466701,1429168,1194378,1196851,1427644,1449716,1218623,1271722,452252,1436321,437125,1212165,437993,1437503,451143,174745,174987,151316,148885,168116,167811,149069,152126,107610,48446,107310,33920,104223,46441,103699,34375,676213,459525,0
223,28989,42910,6,67848,8,43020,6,68990,6,16441,16554,25577,25538,16472,16333,25973,25784,405536,76783,394187,75349,395576,76288,406397,76414,695714,943372,916188,688426,682722,919815,935644,705483,739572,285062,876907,275981,705388,275325,881233,284588,117312,116782,83964,82182,112418,112247,81874,83727,63545,38091,62863,18285,61175,36664,61444,17993,403292,282713,0
224,21882,36234,4,44992,3,36234,2,44341,4,13621,13475,17629,16903,13354,13786,17392,17053,318340,58242,312765,58363,316490,57545,311432,58124,564850,654188,640086,552035,562338,652613,626606,556827,598886,212586,661900,208119,589617,211155,655330,207036,82638,82748,73428,72660,82175,82006,72269,72243,53856,22111,53746,16905,53740,21960,52557,16447,336891,206718,1
225,34961,55955,11,79568,4,55921,3,80927,8,19661,19663,31479,31457,19871,19719,31640,32509,519714,92070,507576,95738,510231,91898,522289,97712,913878,1158481,1129971,899140,896307,1136257,1149283,917397,963947,349460,1114675,341179,917791,341482,1118313,350472,142343,141668,110168,108049,135865,136394,109419,111014,82759,42013,81669,24316,79781,40489,80507,24409,524854,347553,0
226,35791,56734,5,82890,6,56899,11,83704,6,19976,20229,32164,31320,19823,20286,32068,31733,509270,89741,493808,92803,498430,89808,504316,94065,878525,1140377,1108171,861793,866603,1114259,1119157,882614,931010,348726,1095880,337893,897000,340839,1091381,345799,139398,139697,107333,105887,134606,134760,105838,107976,78418,42109,78526,24144,77212,40652,76795,24545,497398,361833,0
227,27723,42796,6,53458,6,42517,10,53429,6,17259,17341,22739,22288,17013,17131,22421,22291,384646,78391,380071,76326,379629,77379,378314,76354,683757,812597,809264,680757,680212,810305,791396,679085,690078,257473,767687,253262,682822,254149,760306,250430,101607,102239,83870,83073,101851,102084,83244,84077,60823,30674,60276,21237,60227,30120,59478,21383,395231,246582,1
228,24973,36405,7,49583,6,35919,5,50277,7,14759,14941,20922,21101,14490,15019,21388,22041,308859,61751,301434,64037,300410,61823,306759,65540,568675,694191,669640,556651,552218,676521,682410,569109,539100,218047,603336,210122,517364,210135,599262,216865,82501,81626,65416,64702,79204,79272,64272,65919,40892,27326,40513,17194,40249,27018,39829,17174,272379,217932,0
229,33968,50248,7,75813,8,50314,7,76653,2,19680,20075,30472,30336,19699,19781,30534,30784,444448,85976,435586,87528,435094,85842,442413,88767,807793,1048252,1026978,801571,789839,1034736,1032153,813033,795096,324395,927715,315124,769104,316576,921505,320922,124422,123912,91203,90184,119904,119993,89719,90989,60458,41050,60135,22219,59248,40205,58860,22001,397841,318526,0
230,18733,31513,2,35744,4,31368,4,35863,3,11625,11821,15077,14920,11980,12058,15078,14666,268570,51469,266309,53792,267498,51016,266864,53585,503102,549013,543645,500138,501315,551593,541587,501985,508200,178799,531955,176813,504003,178340,533510,176899,67780,67957,63749,62557,67476,66945,62742,63779,42659,18148,42212,15831,41906,17940,41489,15988,273867,171244,1
231,38255,58999,4,84733,6,58686,8,85602,8,21735,21855,34814,34762,21843,21222,35184,34932,530018,97535,520572,100633,519818,96939,529323,102508,949819,1210879,1183347,935423,930920,1172946,1192136,951372,958326,365872,1111321,357041,926220,356773,1109821,365130,141981,141560,110933,109004,136792,137612,109526,111418,77388,44122,76928,26241,76235,42477,75714,26171,500542,364800,0
232,34981,53384,8,78661,7,53615,6,79855,10,19418,19892,31441,30934,19524,19500,31440,31495,490050,90008,479031,91747,482567,89521,490576,92380,835156,1092087,1070293,825525,820339,1073408,1088602,833642,882883,330051,1053341,322306,857885,324306,1055495,329837,139913,138218,102470,100503,133506,134960,100651,101849,78659,42219,78526,23472,76917,41219,77065,23406,502337,337367,0
233,49338,80047,11,103178,4,80011,8,105455,3,28068,28304,43503,43562,27912,28134,44280,43963,704687,120693,685299,133057,690179,120153,697964,134823,1253379,1474582,1430493,1232030,1232000,1446603,1445425,1256981,1301106,462797,1440326,447479,1251852,452937,1437272,457066,175731,176740,156696,154792,170324,170585,154880,157658,107133,48794,107226,36484,104092,47797,103797,36776,682463,478708,0
234,52654,82731,11,108445,7,83181,17,109770,11,30488,30978,48145,47465,30607,30558,48266,48300,699863,128553,684150,140860,688895,128900,699228,143362,1305990,1552229,1514288,1284131,1284735,1535996,1538798,1309895,1249933,481815,1394641,471088,1209968,473259,1400936,481902,177376,177017,149158,146954,170207,170544,147960,150688,93274,52327,92203,38594,89916,51349,90125,39415,611053,487815,0
235,39790,60987,8,86679,4,61444,12,87186,4,22490,23156,35716,35380,23031,23240,36506,36000,544819,100693,534526,107375,538316,101045,548357,109236,998116,1230247,1217713,983405,983980,1222224,1231035,1004589,989338,374640,1124208,367414,956780,369709,1128347,377424,143712,143277,112865,111999,139450,140562,113977,115862,78517,43845,78051,27602,76163,43688,76173,27777,507750,374857,0
236,33574,51788,3,75104,7,51642,14,76393,5,19067,19008,29680,29986,19201,19015,30079,30561,479242,87953,469765,90919,471722,87526,481294,92424,847120,1091079,1066624,834059,834679,1075018,1078493,855661,881168,328930,1021804,320165,845340,323011,1023554,330011,133051,132274,99511,98304,127293,127318,98698,101396,73543,40296,73519,22965,72356,39817,71936,22958,472842,324979,0
237,49001,76803,10,103747,12,78037,10,105316,7,27741,28249,44436,44474,27823,28595,45303,45123,678128,120793,660995,133378,667705,121409,683327,135716,1249730,1489119,1459030,1228069,1229007,1484643,1491582,1261164,1238830,458117,1369259,445047,1185796,451457,1392120,462242,173263,172599,146302,143483,166637,166542,145340,147321,96178,51112,94922,35864,92594,49541,92667,35586,624117,459950,0
238,51925,82497,10,107251,10,83129,17,109028,7,29982,30202,46720,45987,29971,30064,47268,47124,706034,125623,688268,139883,692874,126401,710923,141489,1293210,1537545,1499442,1277617,1285052,1507695,1532657,1317201,1285380,480463,1416450,465478,1230319,467542,1422795,482929,178837,178332,151793,150281,171285,170932,151203,153851,99027,51946,98242,37993,95441,51090,96857,38168,639091,487169,0
239,40785,61408,10,85386,9,61440,12,86511,12,23752,24008,35809,36520,23806,23920,36985,36302,530285,101008,516683,106796,519672,101170,532825,108159,984368,1207551,1179336,966702,964742,1199973,1212432,988138,953122,376632,1065268,365526,917040,367165,1081404,377463,141390,140158,111345,110521,134542,134983,110479,112944,71845,44886,70303,28014,68691,43832,69388,28157,471447,368092,0
240,37368,55052,6,80243,11,55810,10,81819,11,21378,21793,33581,33120,22169,21630,33928,33715,490751,95397,480612,99040,485415,96280,497070,101120,903336,1142088,1122966,889544,897816,1123031,1147621,914439,879105,348848,1003858,340412,846395,343613,1013162,353044,134182,133412,101664,100060,128845,129206,102670,103729,66637,43362,65642,25232,64249,42388,64422,25144,441419,338314,0
241,48754,77403,5,103576,5,77462,5,105164,10,27885,27794,43671,43998,28138,27775,44762,44514,665452,119118,652362,129265,654134,119826,670340,130156,1205759,1457583,1429716,1200322,1186115,1446574,1460764,1225333,1213055,453481,1353798,443746,1172854,443116,1370870,455443,171544,170681,144904,143029,164253,165092,143211,145262,94829,50187,94239,35324,91714,49036,92167,34986,613143,456496,0
242,52332,85278,14,110357,11,85281,6,111687,15,29384,30070,47108,46727,30018,29855,47657,47308,741243,126520,721506,142676,729417,128535,745899,144970,1333478,1557841,1521146,1309049,1314711,1551184,1559257,1346676,1362587,488671,1503799,473478,1307789,481048,1521629,493178,188641,187413,164698,161973,180817,180623,164610,167563,109292,51818,109291,39931,105871,50407,106517,40002,709085,496293,0
243,38077,60041,6,83656,8,59951,6,85512,7,21450,21618,33726,33354,21946,21774,34033,33553,523245,93393,510159,98822,518394,94881,528978,100707,939153,1172082,1139353,924215,934710,1159642,1176828,954589,972816,364487,1100028,352278,936381,357912,1116171,368021,142672,142041,112069,109917,135371,136016,111687,112949,79410,42654,78473,25736,76446,41671,76788,26083,501279,368023,0
