,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
21,0,17,110,953,4353,14949,38983,77306,133876,208920,300979,415987,554780,711471,865892,1023747,1170080,1305402,1430414,1549687,1636727,1687992,1706517,1679306,1586340,1429350,1222037,999472,794570,614994,465641,350425,261424,191508,136081,90244,56201,32311,16757,8431,4390,2517,1539,936,640,481,373,324,294,270,267,169,147,120,126,89,43,37,4,0,0,0,0,0
22,7,19,49,205,1799,9556,25639,52810,94928,153912,228768,313521,417174,533409,657604,778097,893110,1005442,1097332,1179967,1232156,1259807,1250603,1214569,1134432,1005185,848463,694846,547281,422128,316834,235519,174469,127914,90447,60955,37169,20857,11133,5809,3045,1662,892,403,270,152,79,41,15,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0
23,0,3,444,1665,3607,11596,28814,55627,93641,145209,215436,301316,399827,498270,594685,683389,772181,859712,960309,1064801,1139245,1184493,1181454,1125033,1003932,843089,689711,556445,440692,339409,257377,188508,130604,87954,57999,35476,20570,11253,5966,2841,1232,538,256,138,89,53,41,31,20,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,13,59,364,3113,11369,30528,64903,113820,175761,254193,358375,491041,642352,799138,960007,1118242,1276968,1439435,1611180,1763861,1876790,1903243,1843769,1698791,1483677,1226788,968769,739736,555768,415547,309439,227831,164613,113592,72451,41512,21790,10304,4573,2079,905,334,193,85,69,49,43,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,544,2456,9075,13784,15379,19406,30476,51504,78649,114076,160323,215538,288101,374607,472641,575346,683974,794756,911109,1045561,1189464,1330631,1438056,1451504,1358767,1207828,1027520,835582,649886,489355,361670,262935,188587,131285,83487,50055,28274,15184,7362,3323,1671,769,356,165,83,82,80,75,61,56,62,77,58,65,46,75,92,111,115,130,91,83,34,3
26,23,175,808,1818,4212,12409,28628,53638,89441,135732,193828,266699,350361,446405,551536,662493,769797,876249,983794,1092902,1193768,1286995,1345110,1343488,1240905,1056674,856316,663108,494453,359366,254539,173648,116330,76378,50418,31579,19220,11108,6330,3188,1790,1063,544,244,123,101,86,66,43,28,11,4,6,8,2,5,3,0,3,0,1,0,0,0
27,3,34,192,557,1542,5677,16626,36878,65223,99970,149210,208600,280154,366029,458705,553883,645316,735107,828065,924257,1025202,1097682,1136212,1121901,1058340,962223,850056,739660,621194,494063,370784,265967,181407,121924,80680,49638,28444,16295,9599,5171,2405,1140,502,215,104,72,35,31,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,33,238,1692,7679,22968,49738,89291,143214,213275,298504,394433,496411,600704,711779,831127,955097,1085797,1221084,1337240,1393184,1382646,1315895,1201327,1034020,847440,679031,530431,401800,304149,224589,164331,116489,80505,52134,29703,14547,6937,3180,1313,620,400,216,160,90,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,12,99,553,2601,11150,29051,58878,99131,150402,224647,317905,426413,538902,646924,746500,841516,931253,1026926,1119864,1183152,1203901,1175143,1102256,979335,827563,663490,521098,406358,311717,239426,182294,135445,96682,64027,39440,23096,12189,6465,3392,1590,733,279,107,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,12,100,644,3409,12653,34026,75912,140742,227532,334780,474432,639576,813555,975341,1110501,1221563,1310204,1387550,1471561,1552404,1634303,1684216,1672551,1537805,1269289,978213,741443,570198,447206,348555,270119,205604,156358,115662,80478,51457,29787,15262,7096,3015,1148,522,293,213,121,42,28,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,58,871,5979,23054,56742,97754,137303,177144,222861,286945,375770,491294,632035,789724,958253,1126058,1277224,1423124,1549708,1667402,1766645,1820877,1803062,1678632,1472962,1230098,988087,781075,614493,481202,376917,295487,224921,162895,106540,62411,34377,17827,9062,4522,1869,722,351,270,172,100,52,40,19,7,3,0,0,0,0,0,0,0,0,0,0,0,0
32,9,48,145,874,3220,11216,30209,62790,111863,184570,281319,402271,535515,662186,772695,865677,946901,1017637,1077377,1137628,1191255,1240415,1276756,1263808,1154741,956227,742058,574517,457330,363500,286863,226663,176342,131347,94755,64086,39181,23315,13100,6038,2941,1401,526,305,232,220,137,132,76,35,27,14,6,1,0,0,0,0,0,0,0,0,0,0
33,3,33,124,358,1883,7846,22990,48551,85054,136891,204234,292593,395040,504437,609635,706370,790893,862899,921776,965273,1011644,1058869,1112086,1134718,1100710,992927,849071,720059,614834,516304,429306,345627,268199,199997,139393,89410,52783,32676,20458,12370,7309,4057,1839,660,204,82,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,210,1691,4943,13277,32183,64056,108524,174654,265809,382565,525377,678265,835638,986120,1130462,1257195,1368500,1461590,1547928,1629075,1672943,1653725,1546640,1341223,1089002,846780,647292,488048,375180,292332,229772,177845,126617,81965,47752,26891,15068,8862,5990,4605,3206,1718,807,142,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,39,171,561,2276,7730,19995,43441,81486,138368,220131,333443,478383,654673,842551,1032208,1209472,1370268,1513897,1638566,1747102,1851626,1942531,1958180,1824258,1511299,1154245,833279,592242,417675,303385,222340,167469,125996,89202,53180,26519,12418,4959,2149,1007,461,270,219,178,121,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,23,330,1695,7398,22863,49284,90850,152487,236607,347768,479127,625359,769016,906131,1023567,1119261,1184686,1230246,1249548,1245105,1214466,1172953,1111644,993057,828254,640157,466359,333479,244709,183467,141323,106824,76389,44542,20898,8124,2879,1213,576,206,90,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,31,158,765,3357,12080,31198,61982,108240,168055,246382,341316,448714,565025,686825,804128,902557,977312,1042560,1090292,1119820,1122540,1110568,1087850,1037952,959090,820613,634139,449429,313140,221310,160883,121422,91274,64279,37968,17052,6266,1947,679,331,193,104,84,44,25,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,76,376,2060,9790,33684,81250,150194,237715,349209,486132,643530,817304,986454,1135824,1251193,1337253,1387989,1402178,1396980,1385942,1358580,1334191,1289150,1211819,1106449,967881,769999,557191,395446,280678,207459,163940,129923,97482,60722,32117,14534,5271,2067,989,575,281,164,124,79,72,62,57,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,4,102,1233,6307,22705,57554,115957,199101,310976,449256,613589,796128,988115,1177460,1337550,1474140,1573931,1631436,1656329,1652568,1625714,1569134,1467621,1333608,1168102,951997,715679,516493,369630,271944,205906,156860,115100,82158,55807,32745,17596,7800,3095,1104,588,367,326,245,174,129,67,22,25,12,1,3,3,2,2,0,0,0,0,0,0,0,0
40,0,2,47,341,2027,8574,20924,43119,80886,135841,209173,303206,418485,550742,696191,838234,976810,1093448,1192352,1258242,1300625,1312215,1299816,1250502,1112480,906353,708748,542632,403067,295290,216968,169136,138566,114281,86373,56774,31665,14087,5626,1965,923,363,172,80,40,46,18,17,15,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,14,79,421,2395,8644,26010,62014,121735,209983,333375,490491,671720,873533,1071360,1259537,1428619,1569570,1675462,1724671,1734336,1693085,1610836,1478331,1286991,1048273,802121,588207,432761,323220,245109,187890,140905,104499,74829,49038,28879,15253,6961,3005,1260,824,452,165,61,31,20,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,55,395,2705,11848,35777,80830,156411,269540,426707,616697,833158,1057708,1262501,1429763,1559720,1654144,1703405,1703479,1676441,1632468,1564628,1454623,1290556,1080759,866276,665545,497883,368066,281656,223572,180683,141079,103613,68502,38664,17809,7662,3235,1468,857,586,398,288,159,72,40,41,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,33,289,846,4127,14745,40257,86373,150256,236126,349993,488524,627497,748985,837250,894850,928471,936104,930461,909318,882680,844748,791221,719016,618150,496406,379339,281505,212478,167793,136595,111318,84833,60767,41917,27248,15009,7478,3296,1529,843,505,325,244,171,67,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,35,159,1163,5673,18967,50075,106323,191254,322765,505924,744117,1002358,1245578,1429671,1556322,1630252,1671927,1688582,1680524,1641852,1549533,1409839,1215476,986365,767380,585517,444648,340409,262730,203984,156398,118158,85185,54925,31530,16179,7544,3935,1736,907,524,325,162,62,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,5,197,2147,10203,29668,69686,139849,252987,415964,623401,829621,1017232,1131336,1154840,1112100,1040451,970643,928675,919965,927650,930761,896082,798163,646268,480817,346218,259489,204739,170544,141703,114116,86525,59698,36971,19103,8440,3233,1425,675,363,251,88,34,26,16,18,16,17,16,14,16,8,9,9,5,3,1,0,0,0,0,0,0
46,0,14,112,844,4239,15746,43117,97391,192065,333684,526417,755550,984003,1182002,1311601,1382194,1407021,1387368,1364162,1341654,1315819,1261035,1156187,1001899,802500,601056,426544,308134,229560,178425,137084,103671,78691,58221,38934,21621,9940,3990,1565,659,371,212,94,39,19,14,9,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,13,91,564,2643,10235,26542,56077,104751,180959,285685,415277,565767,720220,861755,986768,1094813,1182589,1231637,1241159,1215742,1150154,1036636,881914,705345,535720,396432,292631,220547,169210,132928,103323,74296,51429,33806,18883,9039,3823,1458,567,285,164,82,28,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,2,60,328,1906,7615,21835,47682,90715,157587,252731,365590,489560,630484,775002,919761,1056807,1180767,1271969,1333569,1346865,1307281,1212911,1067457,884072,690587,513346,377331,273901,202808,151086,111609,79380,53695,33716,18850,10159,5019,2453,1463,1035,737,341,218,96,32,20,24,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,440,1723,4209,10785,27094,59986,112622,195574,316389,473858,655700,846486,1039938,1226068,1403244,1575895,1727126,1839262,1894056,1882762,1798244,1634986,1412250,1151666,896708,670483,487502,354254,257887,187827,136968,99879,72026,49675,31162,17955,10161,5629,3375,1932,1313,802,477,286,167,67,30,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6,178,898,3031,9081,23638,54439,107896,194749,317114,472552,657050,863990,1087101,1305100,1495459,1653591,1759577,1833177,1853721,1835151,1762459,1619284,1413683,1137794,851270,600384,419365,301547,224927,171174,128745,96391,71367,49875,30587,16623,8235,3918,2218,1357,825,490,263,102,58,34,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,18,121,731,2546,6807,17272,39479,76873,135494,219693,329566,467497,631273,811802,990658,1149631,1273280,1359876,1412451,1432510,1410978,1339914,1212066,1025554,811753,602605,436845,313919,226787,164659,120292,87726,63154,45907,32507,19710,10494,5244,2692,1361,952,611,385,285,197,136,96,50,19,14,8,2,0,0,0,0,0,0,0,0,0,0,0,0
52,8,195,1100,2733,5442,13434,31045,61315,107000,173834,266410,375206,505368,653235,807459,958964,1100019,1222683,1323463,1381225,1381576,1316093,1187344,1006083,798881,605126,445391,316730,224002,158669,110059,76707,53278,36839,24651,14876,8258,4412,2390,1222,831,497,318,191,160,119,67,39,23,16,8,6,0,0,0,0,0,0,0,0,0,0,0,0
53,4,44,228,1161,4679,15499,38828,80485,143113,235297,357281,508630,680244,872319,1070295,1255107,1433205,1589958,1724012,1811894,1840829,1795268,1675469,1481208,1236075,971654,729580,534943,388225,280259,194754,132395,89166,60712,40066,23941,12999,6922,3840,2201,1523,1007,673,437,310,243,199,121,75,49,37,22,12,3,0,0,0,0,0,0,0,0,0,0
54,0,37,231,1201,5259,19516,51503,104129,190855,319515,491224,684951,883911,1078069,1249481,1409236,1558068,1688099,1793671,1864972,1871450,1832841,1720578,1508711,1226902,919606,667122,482774,348498,246322,175177,124256,87327,61319,41806,25828,14777,8378,5087,3447,2938,2304,1885,1500,1240,947,809,613,500,337,259,162,122,100,73,32,23,14,5,3,0,0,0,0
55,0,38,382,2550,12277,37718,81608,152775,256893,393847,551230,716469,869418,991292,1078196,1143410,1182963,1214287,1233693,1226542,1198590,1142621,1049617,900468,718250,537743,393209,297758,229194,177311,136791,102674,76092,54337,36995,24163,13324,7225,3985,2375,1465,868,512,389,249,180,136,127,93,61,42,38,18,8,4,0,0,0,0,0,0,0,0,0
56,0,15,191,1404,6405,19388,45433,90046,155586,247156,360599,483182,613680,731597,841288,942224,1031079,1101480,1137665,1135660,1102272,1025777,903266,740795,573761,427274,318816,239539,181781,136096,103415,76291,55648,38455,25711,16155,8786,4013,1849,1106,755,515,328,262,190,142,123,80,64,36,32,16,17,20,12,10,10,4,0,0,0,0,0,0
57,0,74,216,951,1290,2004,4477,10131,18272,24967,29729,38132,57501,103827,184861,284693,380255,464191,559411,689093,850732,1036933,1217811,1344382,1348054,1176416,901575,634438,439837,297184,200672,139437,95337,59902,31489,13867,5063,2599,1727,1500,1473,1669,2160,2117,1427,710,242,96,39,27,8,2,0,0,0,0,0,0,0,0,0,0,0,0
58,4,41,112,179,388,872,2619,6769,16554,30694,53511,100602,182730,310245,479582,686133,876133,1022757,1187435,1337195,1428250,1398591,1207126,927632,643684,428642,300435,206211,131437,88115,62995,44209,30258,18283,10324,6296,4622,3895,3620,3445,3586,4216,6615,11235,11690,9405,5893,2947,1161,408,98,84,35,2,0,0,0,0,0,0,0,0,0,0
59,54,609,2726,4747,5838,12144,29540,66459,129723,227938,366491,542327,734170,942073,1144772,1332889,1500595,1638362,1741108,1799958,1825074,1797075,1724072,1575538,1347279,1046005,748936,524205,367546,267736,200195,151580,114019,85499,62431,44773,29493,17973,10486,6261,4159,2879,2609,2386,1806,1458,642,216,102,29,6,5,3,1,0,0,0,0,0,0,0,0,0,0
60,0,65,280,1130,3238,11028,31160,72146,139517,244237,386904,550371,713617,863690,985899,1076967,1148105,1198735,1229949,1244885,1229943,1165477,1048060,888525,706588,548216,425215,333370,257262,198785,151614,115990,87855,64524,46842,30661,19791,13221,10858,12787,20155,31867,37114,33886,25618,14938,6382,1992,408,98,33,2,0,0,0,0,0,0,0,0,0,0,0,0
61,0,39,118,694,3621,11124,27911,61060,119637,207903,335270,496620,675364,859137,1017565,1136397,1220111,1259416,1260757,1233142,1182691,1105743,1003995,864476,702993,553145,426599,330683,254453,192610,136525,94023,65512,43411,26678,14241,7687,3992,2063,1043,531,326,208,131,108,96,69,56,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,69,1009,5495,4207,6070,17142,43473,92013,173637,301492,469507,682668,930143,1183320,1405344,1575198,1679516,1720103,1679350,1597986,1517601,1431018,1317455,1152269,966757,775813,612580,481103,380630,291871,214280,154046,110754,80716,58874,41002,27156,21860,26962,34155,45506,54957,45187,30878,20104,11408,5306,2849,1745,1383,760,268,5,0,0,0,0,0,0,0,0,0,0,0
63,29,211,1817,4754,7629,22403,59349,122754,219197,365986,557487,777507,1006824,1220201,1392558,1514194,1577283,1589358,1573596,1531904,1463757,1357662,1221027,1046695,845524,653102,488719,363755,273798,205567,157669,117801,87210,60993,38405,21818,12010,8415,10672,15645,17565,15554,9675,6039,3499,1662,547,133,22,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0
64,2,18,115,436,991,1341,3610,8581,13502,19121,27997,45922,74142,106841,154827,211892,263075,303942,349622,396768,472784,545854,585016,564120,469571,341452,232900,159667,106990,73088,51018,32041,17268,10173,6003,4016,3901,5182,12801,31940,49076,45025,29649,17330,8730,2888,894,262,105,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,49,1170,5778,6699,6976,8319,11746,16427,31511,107877,378333,732149,941991,1119454,1469976,2103252,2839149,3593944,4083285,4072555,3756580,3382692,2854972,1812379,969539,738764,593975,423710,292456,209410,145161,108893,79686,30830,10962,10564,12636,17320,26633,40430,51109,55798,53074,40921,26949,13986,5815,2197,831,407,159,22,0,0,0,0,0,0,0,0,0,0,0,0
66,0,33,596,3500,14910,41926,88257,162535,271367,416110,593255,792789,1004086,1204384,1354055,1452976,1503736,1509129,1485161,1447618,1410665,1386301,1353387,1298615,1202229,1056385,872829,689229,520926,381618,269354,188752,129444,86670,56196,35924,20745,12360,11240,11474,8930,7619,5733,4041,1967,926,427,76,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,25,435,3970,9087,19655,49033,105314,197471,331127,506418,703834,923700,1150096,1349390,1496263,1587350,1621621,1603368,1554784,1488183,1421113,1352928,1274566,1176514,1039932,871975,693117,526316,389595,282028,197850,139130,99353,69816,48497,32629,21427,16099,16537,20897,28860,34353,32724,22501,13335,7283,3777,2333,1632,1598,1067,755,272,64,3,0,0,0,0,0,0,0,0,0
68,5,144,1180,2680,7084,23437,58751,115302,210528,349749,539771,770006,1008878,1237968,1435201,1584648,1697447,1767722,1804556,1788846,1708501,1571015,1378855,1143400,896541,676002,493677,359735,263293,187702,130444,92249,64972,47267,32721,19922,11034,7350,5941,6203,8596,13179,14306,12375,10188,6160,3664,2039,807,223,129,94,13,0,0,0,0,0,0,0,0,0,0,0
69,1,29,207,1165,7806,24414,59835,121989,220261,357081,532658,741017,973832,1205648,1416477,1590815,1732649,1835923,1896077,1905616,1854784,1731439,1526719,1259431,975911,721352,526478,388343,286651,209226,149899,108308,78618,55690,38287,24620,14503,9280,7901,10276,15257,18254,18152,15788,10972,6806,2958,1028,589,485,469,316,191,19,0,0,0,0,0,0,0,0,0,0
70,12,151,2099,7581,32392,79160,133379,203766,289102,389992,513782,661476,836842,1026081,1214960,1400388,1565394,1693213,1773443,1799874,1773615,1693104,1559724,1351800,1097531,843583,631231,473024,358296,266389,195234,138170,96970,66773,45402,28591,15298,7559,3745,1689,772,385,240,119,68,53,24,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,29,197,1069,4293,13853,36913,72998,128455,207687,311274,435424,584479,747389,916678,1081567,1233648,1354844,1441467,1477052,1456149,1399425,1291480,1129706,926209,715036,530503,381931,269552,194737,142701,105924,80607,59759,39546,22556,10402,4008,1569,694,302,164,82,66,54,13,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,8,142,1018,4773,13332,31842,67419,122146,199452,302185,431007,581737,747590,910837,1059842,1176688,1258256,1286150,1266777,1209973,1114596,994981,849984,694037,550282,426586,325143,244961,177886,123386,82298,51772,31651,20065,12802,7442,4109,1748,913,460,324,204,112,61,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,49,367,1953,8573,26990,56531,109485,188674,306489,451755,625002,819614,1026114,1231912,1427060,1593871,1727250,1827758,1888457,1891055,1828840,1683428,1469123,1214355,942207,694660,499147,357925,252053,177220,124391,85415,56830,36625,21273,11482,5626,2782,1297,566,323,195,117,68,39,21,13,7,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
74,0,27,401,1981,8481,24731,59805,117778,205980,330733,496399,700645,927591,1145743,1335297,1512249,1658894,1761751,1822128,1849082,1838453,1770345,1639368,1448359,1198127,922461,669293,473979,335370,243480,178710,130742,94380,66777,42936,25040,12022,5461,2501,1166,666,344,128,75,29,27,21,25,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,28,259,1629,5288,13543,28525,56488,102548,166067,252756,360507,482922,620039,759462,888442,1008290,1105256,1173310,1211374,1219415,1194090,1129295,1029604,893208,745781,593061,454265,340341,248944,176173,123919,82740,51224,30823,17096,8361,4034,1763,918,503,333,144,93,65,45,18,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
