,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
222,0,0,0,0,0,6,37,101,347,1026,2167,4180,7059,11268,16566,23629,32198,41346,52369,67659,86053,110651,139817,172478,212574,257286,306395,359971,411833,467404,520241,569999,622443,669465,709284,746858,781445,813646,842778,867977,894352,913982,931243,940771,946328,941589,926160,901349,862194,812138,747821,676409,602431,529323,461377,403522,350909,303776,262325,225346,194237,165388,140906,118589,98076,82063,66340,52984,41083,31452,23458,16569,11079,7335,4698,3355,2330,1615,1248,943,726,541,504,353,301,254,194,132,116,68,71,42,41,28,27,15,10,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,3,59,289,548,788,1463,2528,4294,6940,10690,15264,20731,28069,36869,46897,61063,78320,98257,121280,148033,177680,209319,239225,269964,300148,328047,355066,379263,403416,425977,447631,467223,485361,507189,522955,537209,548149,555945,563336,565966,565409,557179,542806,517039,481838,441801,398409,357586,317466,280703,245044,211718,181464,155303,131223,110496,92731,78062,65522,54355,44998,37571,30321,23685,18019,14034,10041,7361,5589,4264,2993,2125,1662,1296,1076,973,748,739,628,514,466,501,453,434,396,494,486,507,547,638,648,650,661,615,424,369,185,150,58,28,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,2,10,17,49,92,226,797,2291,5816,12298,22573,36015,53914,77845,106834,143557,184430,229280,273429,316436,354257,383633,407622,428381,444451,455192,460739,465204,466290,466522,458253,448687,432300,415721,395589,372179,347921,322362,293804,265021,238688,213966,190308,169268,148030,130765,113513,98585,86991,75702,65917,56494,47498,39481,32432,26054,21372,17450,14212,11702,9373,8297,7178,5977,5154,4216,3395,2529,1997,1486,1120,792,705,581,488,409,414,355,275,273,266,274,224,194,222,243,255,261,256,198,228,246,229,186,185,158,131,93,72,30,28,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,2,4,22,56,149,377,983,2189,3859,5998,9067,13127,20021,28722,39263,53409,71197,92055,116422,144267,176488,211970,251763,296157,341630,388928,435887,482817,526416,567159,605060,638673,667471,690542,706552,718974,721194,721719,718578,707189,695683,681744,663660,639730,611660,576746,531949,483618,432674,380186,330634,283230,241409,204185,172381,145636,124640,105928,91284,77685,65445,55428,45355,36663,28499,21936,16900,12805,9855,7449,5679,4047,2790,2107,1475,1121,945,696,511,343,226,130,105,104,72,63,54,49,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,10,44,94,194,624,1057,1729,2539,3818,5461,7725,11259,16087,22447,29318,38213,49328,62283,77365,94306,113460,137207,163045,192384,226578,262493,299177,340387,380064,423485,463196,502659,542054,575567,607416,635532,658446,676439,694486,705022,712514,714679,716286,712683,699403,675256,640668,596078,543881,489093,432134,377762,325681,279618,240381,207182,177109,152987,133238,116339,100257,87561,75305,61762,48291,35910,25897,18036,11729,7800,5346,4046,3123,2616,2138,1904,1741,1686,1730,1615,1452,1496,1435,1433,1421,1425,1477,1523,1524,1501,1689,1777,1816,1879,2134,2478,3187,4134,5499,6242,5866,5223,4039,3173,2236,1404,739,313,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,0,10,40,161,538,1598,4197,9821,19209,34667,55998,82664,113857,145685,180008,216590,250679,287125,319219,352868,382994,411452,432916,450390,462328,470800,477067,482461,486585,488666,487837,486083,480900,473254,461203,445365,425517,402654,377477,349791,321063,292798,264894,238270,210893,186123,164278,143456,124178,108121,92710,79945,68911,60345,52845,46798,42123,36786,33040,29557,26193,23205,20499,17632,15209,12742,10314,8119,6459,5397,4376,3168,2318,1783,1553,1281,1141,1069,1007,797,770,673,651,666,616,636,547,565,575,513,567,604,545,587,660,732,847,975,1229,1534,1778,1900,1703,1605,1500,1521,1551,1449,888,539,153,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,9,76,269,920,2401,4890,7465,10657,14117,19378,25671,34510,44951,54870,64710,72013,77952,82285,84469,85577,86088,87893,86277,86290,85500,85329,85959,87490,90064,93671,98554,106810,113781,123947,135427,148388,160818,176690,191173,205929,222889,237935,252345,267083,279069,290861,299428,307814,314686,318454,321090,320194,318166,314051,306454,296784,285010,271416,259647,244511,231103,217443,203351,188663,173551,160791,148471,137051,126056,117028,107907,98215,90357,81219,70133,60156,50341,40931,33937,28247,23000,18636,15270,12073,8966,6700,4926,3273,2249,1559,906,617,463,440,387,370,389,373,355,361,415,376,329,249,169,134,88,81,63,56,61,32,25,12,6,5,0,0,0,0,0,0,0,0,0
229,0,0,0,9,2,13,7,15,29,110,263,678,1261,2307,4295,6985,10588,14465,19198,25377,32204,41113,51430,63283,77567,94355,113277,134204,155706,179909,206190,233819,263995,295869,330812,367838,405657,441346,480834,520850,557948,593207,627254,658069,680225,694658,698056,696138,686112,662989,636873,601160,559925,511575,460677,409519,359620,310943,265259,226233,193510,164536,139884,119609,101609,85227,69987,56220,43948,33704,24240,16589,10944,7414,4988,3302,2379,1902,1417,1170,969,862,779,755,660,612,614,579,531,653,608,581,529,584,571,622,498,499,527,460,428,457,429,338,258,198,110,48,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,24,125,424,1245,3288,7105,12839,22162,34800,51962,75863,105391,137928,173839,215593,257104,300597,340566,373947,399665,420722,436065,441107,440269,437777,427907,414628,396839,378756,354662,328937,302935,277670,251379,226503,202822,181109,160326,140944,123075,108137,95464,83304,73669,65415,57894,50942,44581,40400,35703,31082,27268,23649,20276,17105,14428,11791,9988,8363,6893,5382,4285,3327,2432,1923,1494,1160,943,870,760,752,722,589,550,483,468,477,493,461,425,410,437,473,476,483,522,514,590,760,922,688,713,735,693,703,727,621,470,309,136,71,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,8,33,79,161,299,514,824,1439,2634,4183,6104,8733,12455,17785,24629,31832,40308,51508,64761,80477,98680,120895,145764,175640,208352,242037,278917,318528,358875,400335,444280,489740,534114,573839,613110,645865,677703,703997,723435,738070,750081,749496,744429,733074,719194,698885,676919,650198,616074,572208,519309,463382,408920,354035,301961,256046,214376,178056,146636,121471,101238,85565,73372,64445,57767,52312,47666,43134,37482,30811,23249,16727,11703,8177,6111,4728,3831,3058,2571,2099,1797,1485,1335,1246,1151,1095,1033,1045,1100,1126,1098,1095,1125,1177,1207,1293,1435,1582,1747,1932,2132,2415,2458,2289,2351,2326,2141,1589,797,315,95,29,5,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,2,8,30,251,359,687,1184,1792,2726,4735,8043,12093,18066,27389,38852,52790,71428,93818,120812,146842,176263,204955,231862,257974,287126,314239,343907,371598,401906,432273,462597,490668,515009,539380,560187,577355,593076,601815,607107,607440,598911,585511,569714,546617,521491,498919,478304,458137,440355,422599,401601,376335,348378,319729,288857,257242,226151,198207,171534,147171,126457,107441,91232,77461,66050,56816,49539,42743,35735,29546,23319,17762,12997,9543,7067,4991,3674,2686,2051,1607,1312,1162,1044,888,867,870,867,803,795,795,794,815,783,749,731,795,950,951,961,1055,1373,1699,2281,2614,2731,2378,1588,1107,778,496,250,56,2,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,9,23,51,146,410,772,1571,3095,5859,9940,15711,25044,36291,51084,69697,92403,120924,154107,193392,238585,284694,334097,386056,436186,486377,539541,593617,643647,693482,739883,784680,822552,855963,881704,901060,912694,918983,916944,907267,890414,866136,837880,808108,779974,749576,716803,680557,635734,588732,532587,470716,410879,354709,300807,253303,214392,180106,151979,124268,103018,83856,67356,52863,41703,32251,24757,18940,14271,10340,7376,5363,3735,2519,1827,1437,1113,930,632,487,390,322,281,238,223,204,158,147,142,132,117,141,156,162,169,180,203,165,182,173,158,146,141,92,73,105,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,0,21,70,101,349,667,913,1269,1834,2590,3867,6194,10044,15253,21839,30336,40706,51825,65923,83004,102937,126833,155280,187601,224339,266604,312159,360640,413997,467207,524720,583470,644341,701270,758865,810667,857386,899431,932186,956075,969552,973642,972605,959775,942927,922681,895876,864370,830334,792627,754947,706663,651971,592889,533240,468917,406182,343557,286639,235025,187391,149278,116124,88574,65516,45992,30830,20343,13446,8787,6035,4461,3442,2739,2214,1912,1503,1225,1083,927,822,741,703,622,635,565,581,473,426,461,393,384,439,388,396,385,360,348,410,343,367,385,356,287,260,200,129,66,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,11,43,75,147,179,175,270,311,776,1487,2632,4665,7821,12180,17648,24875,33758,45035,57153,71721,87899,107734,129463,154702,182718,215084,253825,294216,338871,383212,431779,480325,527482,575668,621164,662231,698773,732990,759495,780224,792532,795302,788525,774289,754284,731572,701799,670937,637505,607180,568362,525759,477596,427528,375029,323636,274810,231996,194540,160288,131120,107236,85124,65680,48615,34668,24348,16591,11245,7444,5396,3810,2898,2103,1754,1322,1062,914,838,779,707,648,588,491,435,429,337,331,264,257,234,167,165,159,153,123,123,136,123,108,47,22,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,1,27,41,76,229,679,1628,3410,6100,9970,15570,22868,31788,42503,55960,72031,90848,112201,136162,163842,195369,230041,267533,309199,354029,399084,444987,488931,533938,577440,617957,655078,686569,709116,726041,734981,733240,721238,702207,672937,639371,599490,558354,518652,478705,442742,409241,375366,341132,302952,262378,223297,186437,154563,128361,105286,85970,67768,52451,40614,29695,21454,14590,10026,6661,4689,3344,2749,2221,1912,1620,1519,1371,1177,1112,1094,1153,1105,1074,1060,1183,1154,1146,1254,1228,1354,1535,1639,1822,1879,2120,2259,2214,2063,1699,1146,655,392,178,110,82,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,2,9,13,18,34,104,311,890,1787,3913,7354,11182,16725,24551,33527,44412,56133,71063,88937,109670,134230,164965,200868,240458,283954,332599,386727,442737,504349,568030,636567,703945,769430,831560,889792,940139,982017,1015851,1041273,1048771,1047106,1028428,997821,954770,907307,852517,794055,735249,674205,611902,550870,488893,426587,368941,310174,262318,219815,181784,147735,116875,91570,70350,52698,37911,27320,19792,14396,11032,8495,6618,5459,4778,4173,3532,3102,2773,2560,2247,2178,2153,2172,2068,1997,2121,2141,2293,2500,2516,2744,3064,3218,3561,3894,3628,3380,3117,2704,2451,2142,1639,1122,611,416,234,124,64,34,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,2,8,15,89,276,632,1408,1868,2701,4141,6214,9120,12844,18383,24711,32544,42080,53052,66752,82977,102467,126867,156543,189501,227767,271230,320696,374448,433901,495809,563578,628488,697450,764041,828783,895505,951768,1004920,1052097,1080023,1097850,1104357,1093785,1070505,1032760,986784,926717,867641,803830,746368,678209,609345,536816,461390,388611,320381,263528,218528,180108,149332,120602,96745,75027,54739,38752,26301,18028,12587,8941,6213,4407,3391,2647,2283,2124,1862,1682,1484,1430,1334,1308,1255,1274,1432,1426,1388,1520,1608,1749,1817,1914,1960,1926,1967,1961,1817,1841,1535,1013,745,521,336,225,124,110,65,29,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,3,88,384,973,1966,3502,6035,8884,12692,16628,21124,26651,33346,40763,48967,59664,73681,91389,112312,136701,163635,196173,231420,268816,310447,355604,401020,449009,494800,542041,590313,632979,673489,708848,742485,767908,783066,786635,785327,776056,759907,738622,710074,678288,643644,604881,560333,514029,460317,408476,357156,309662,263129,223713,189248,158450,131956,107886,87064,70247,53942,41430,30378,21408,14995,10074,7140,5013,3480,2609,1970,1520,1255,1145,933,874,853,772,758,747,758,651,662,647,685,692,657,678,678,663,693,685,838,874,1133,1247,1321,1164,1208,1458,1598,1572,1586,1402,1304,1284,712,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,3,13,20,52,77,208,380,707,1322,2122,3621,6093,9423,14151,20076,28223,36633,47390,59427,75483,93909,117095,142544,170352,200973,233561,270991,310588,355198,399271,444921,493884,542162,588450,633942,675594,712315,741764,766155,779687,784462,776545,763786,737658,705596,667324,627324,583073,537790,487540,437796,386458,335764,284452,237087,197060,162121,131622,105150,80047,60605,44498,31895,22354,15363,10785,7485,5186,3625,2991,2490,2177,1849,1618,1541,1360,1294,1258,1211,1212,1201,1160,1216,1218,1328,1358,1532,1556,1723,1994,2287,2533,2524,2392,1913,1381,812,417,225,87,40,26,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,7,20,61,263,606,1279,2410,4499,7721,12250,17269,23855,32904,43451,56952,73619,92838,117019,144534,177190,214344,255834,301432,353306,408898,466647,528578,590648,654017,715030,776238,831391,878955,923254,961175,981771,993309,991474,978814,957570,928742,893861,853708,809413,764699,714050,654778,593287,529187,463302,406058,351610,301920,256577,216590,181293,149896,121027,96789,75931,58816,44015,32380,23635,17614,12922,9589,7104,5402,4397,3548,3160,2885,2711,2538,2536,2435,2331,2184,2216,2238,2301,2289,2457,2564,2634,2917,3195,3152,3285,3367,3499,2905,2130,1375,989,773,635,400,226,116,90,69,13,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,1,16,66,254,674,1506,2321,3696,6181,9901,14739,21972,32480,45758,63161,82333,106339,134130,167444,207372,254205,309816,370156,435197,507266,581079,659396,740197,814822,889172,957297,1015817,1065210,1100646,1126062,1134596,1127938,1108139,1069756,1024675,968228,907647,847483,784381,728467,669566,617389,564720,511785,455271,396553,343740,295088,249801,209936,174126,143802,116525,94101,74152,56926,43239,32419,24251,17892,13072,9386,6488,4467,3070,2398,1834,1521,1230,1145,985,898,866,745,663,576,548,518,521,524,485,471,512,461,391,402,309,228,132,58,34,15,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,14,58,152,412,1201,2280,3876,5668,8091,11559,15677,20956,27950,36239,46189,58804,74944,93046,114068,139802,169037,201591,236545,274086,312003,353403,396643,443439,489203,534139,580336,623499,667857,707354,742870,773056,792043,804006,801119,787074,763694,731183,695225,650985,608733,562083,511307,459428,409846,362358,317292,278495,242166,209677,182723,159247,138790,119436,101501,83271,66193,49666,36187,26436,19055,14370,11483,10230,9527,9083,8338,7396,6784,6077,5516,5056,5004,4544,4368,4176,4085,3889,3727,3693,3777,3791,4151,4569,4658,4304,3658,2805,2069,1400,883,667,539,433,438,383,461,542,567,598,691,574,422,225,31,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,3,21,80,245,636,1573,2858,4706,6556,9179,13337,18632,25467,33501,42445,53787,67073,84290,105347,130234,158878,191023,228111,267813,312840,359173,408491,457002,507548,554499,599723,641439,676688,703138,721174,730994,730817,722114,704207,682474,652840,624029,590571,557270,523247,487017,450773,415919,380376,345652,308976,272878,239530,205749,175430,148704,124615,104094,85506,69657,55346,43473,32576,23261,15734,11030,7650,5299,4088,3169,2580,2084,1880,1685,1537,1404,1354,1288,1268,1301,1318,1383,1517,1564,1785,1878,2090,2135,1831,1236,730,354,150,49,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,11,40,104,288,715,1614,3255,5756,9294,13951,19739,27146,36708,48953,63519,80413,101491,125578,154225,187810,226701,271582,320860,375638,435161,497619,564332,631659,699987,766348,826102,882096,932455,971664,1004566,1022553,1028152,1024036,1011030,982133,947794,906000,857327,810325,761453,711287,655612,595292,531597,470952,414331,363318,314313,270664,229773,192258,158002,127687,100600,79145,60137,44188,32370,23666,18434,13741,10948,8574,7129,6258,5382,5156,4621,3947,3636,3352,3194,3008,2865,2868,2841,2838,3035,3145,3186,3659,3758,3615,3442,2889,2373,2044,1584,1357,1127,818,610,454,387,366,246,155,79,35,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,6,21,84,305,797,2484,6185,11589,20014,31452,45538,64638,89890,120700,154425,191359,229085,267629,304467,340211,374334,404730,427159,441557,456026,463405,466081,464781,458125,449607,440466,424695,409580,392521,374591,355214,331834,306953,284545,260196,235376,210602,189677,168778,147533,128584,113902,100547,87837,76354,65872,56443,47776,40201,33920,29601,26534,24029,22133,20982,19610,18155,17274,16750,15672,14315,13251,11787,9729,7362,5683,4135,3296,2668,2222,2051,1782,1483,1443,1396,1326,1366,1334,1406,1558,1689,1740,1780,1908,1906,1954,1824,1554,1392,1002,620,480,331,289,190,130,126,77,61,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,13,32,92,279,504,1155,2170,3314,5024,6629,9153,12612,17027,22478,29169,36695,45124,56168,68786,81646,96440,113846,132688,154819,178486,201969,227217,253964,283705,310868,342264,372514,400694,425089,452403,474768,493900,509722,518313,522214,519444,513425,508050,497506,480240,466257,447337,424963,396706,371060,347013,319570,291558,262334,235237,207429,178186,151359,125040,97989,71747,50328,34052,22768,15386,9996,6401,4406,3197,2372,1809,1585,1471,1335,1163,1130,1088,1107,1071,1128,1264,1355,1408,1487,1649,1983,2152,2336,2161,1890,1673,1262,967,840,505,197,63,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,23,70,175,254,366,528,729,1072,1654,2490,3689,5871,8380,11746,15993,21145,27253,34613,42897,53328,64851,79019,96820,116999,139641,164872,193238,223129,256786,292975,331001,370538,412995,456381,499825,545941,591999,636016,679784,718998,753089,775019,786585,783886,767049,742430,709636,681442,645235,613048,573152,528981,481070,430805,379702,330608,287110,247548,212000,178752,149716,124657,103908,83704,64511,45307,30655,18855,11777,8015,5604,4137,3498,2953,2558,2339,2324,2172,2166,2119,2161,2270,2351,2520,2577,2894,3285,3861,4636,6199,8132,9669,10385,9148,7625,5063,2826,1233,527,219,89,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,9,45,133,241,457,526,487,541,885,1739,3081,4528,6869,10171,14602,19470,25710,33168,42285,53218,66903,83819,102574,125168,150077,178785,208672,241993,277669,316630,358693,401595,444850,488272,531673,572359,608282,638957,664966,682206,694685,698857,696783,691104,679816,665412,647525,625429,598540,567373,530787,489606,447955,403478,360357,317950,278521,241980,207947,178802,149384,122309,97596,73720,53348,37212,25112,16815,11365,7895,5752,4593,3753,3238,2953,2731,2438,2344,2170,2095,2137,2152,2171,2176,2354,2372,2473,2634,2827,2983,3370,3743,3976,4358,4315,3805,2757,1985,1489,985,550,370,270,172,79,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,11,107,229,552,1326,2026,1942,2142,2272,2787,3270,4225,5570,6752,9390,12803,17354,22585,29178,36958,45764,55637,67172,80640,93632,108852,125400,143820,163899,186376,210333,235098,261500,289494,317379,346433,371868,394076,415224,435075,448329,457420,462367,463493,458245,447655,430098,406323,376286,345126,312733,280034,249976,220970,192191,169179,148320,128748,114800,102145,90958,79424,66118,54733,42964,32457,23261,16160,10692,7043,4822,3155,2317,1867,1316,1214,1014,970,930,829,825,801,800,760,819,919,963,1038,1117,1345,1565,1991,2601,2946,2870,2669,2160,1405,742,290,158,79,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,0,0,6,36,141,239,301,387,926,2779,6577,14428,26845,42858,60554,80893,103414,127236,153873,184669,218035,255567,296586,338023,379901,420671,456275,483521,504125,522091,532209,535786,532566,527046,515680,496847,478709,457114,434848,412292,388318,365291,343248,318125,294945,271066,246955,224085,200360,177958,156638,135557,117308,100300,85167,70761,59904,49714,41541,34505,28933,23802,19681,16913,15220,13636,12278,10910,9256,7482,5760,4334,3291,2263,1844,1477,1369,1174,1167,1042,971,954,985,898,983,930,1000,978,1084,1197,1147,1371,1462,1583,1669,1876,2088,2244,1915,1303,972,695,409,238,156,120,134,175,186,192,203,221,143,48,13,1,0,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,4,16,28,53,124,301,751,1918,3793,6671,10473,15102,20343,26037,31697,39138,48085,58401,71783,87933,104901,125527,147798,170678,193262,212917,231158,247244,259844,270631,277187,281758,280762,279230,274439,267397,256717,243111,227933,213894,199066,183706,165956,151349,137517,122798,109373,97152,86382,75784,65516,55409,47139,39419,33313,28228,23094,19672,15956,12807,11240,10141,8855,8061,6944,5773,5264,4594,4093,3308,2544,2024,1547,1187,924,774,678,577,548,521,463,436,434,416,422,464,400,448,416,381,379,439,428,408,351,353,413,359,352,400,376,413,475,445,391,288,148,60,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,0,0,0,0,58,184,227,194,256,231,379,719,1473,2303,3972,5698,8796,12615,17159,24354,32500,42530,53534,67207,82493,101143,122032,146652,174914,206094,239599,274555,311765,347065,387478,426750,469419,512116,551448,589119,621627,653439,677355,701359,718314,731812,735000,730694,723573,710883,693088,671848,642841,605530,564030,519296,472164,423949,374728,325924,278765,235215,195041,160611,129018,101094,76779,55507,37673,25551,17217,12017,8559,6425,4710,3710,3044,2445,2122,1802,1513,1397,1257,1193,1105,1032,968,967,1004,987,1004,1046,1097,1143,1178,1224,1304,1444,1638,1711,1541,1167,765,458,294,143,55,28,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,6,24,63,69,118,126,229,553,1180,2152,3531,5127,6891,9288,11765,15428,20434,26300,33619,42734,54410,67750,84109,101609,121667,145609,173355,202790,235380,272813,314026,359136,404897,456200,505361,556544,602962,647875,690444,727692,753322,775520,789227,795706,793221,784282,772135,753025,723853,693274,658611,612272,562290,505777,449498,394743,342688,291072,244720,202316,164012,130759,99861,73627,52745,35759,22748,13734,8707,5681,4197,3211,2544,2289,1997,1712,1534,1438,1238,1119,1046,1059,1096,1118,1156,1260,1351,1363,1508,1722,1829,2031,2068,2166,1990,1475,1081,746,467,300,187,72,38,22,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,2,9,33,105,163,219,276,457,882,1454,2355,3457,4855,7008,9209,12299,16313,22561,29870,39217,51917,66264,83985,106496,131450,160525,189831,223765,257471,294887,334452,374355,414184,453639,493211,532621,568418,602797,630487,653124,672164,681140,683566,681639,673318,663214,647536,632750,612965,589640,565470,534755,501100,463105,422569,375809,332357,290205,250441,213075,178750,145215,114145,86582,61664,42549,29727,19621,13253,9176,6743,5012,3854,2943,2414,1963,1699,1615,1491,1334,1253,1314,1321,1338,1322,1360,1433,1399,1613,1702,1775,1991,2100,2187,2080,1669,1323,1099,784,576,425,288,235,176,125,54,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,20,52,61,89,128,228,590,985,1877,3080,5183,8365,11728,16583,22821,30589,40568,52964,68799,86185,108246,134736,166360,205165,246495,291165,338422,390122,446625,502545,558580,611669,665094,713321,756551,796574,830530,857149,878415,893929,902520,901860,898014,885341,869831,848745,821868,792048,759547,715179,668585,618978,564580,511563,463061,415457,373564,335703,298846,262421,226810,188880,146993,105272,71789,46741,30582,20431,14587,10834,8525,6874,5499,4640,4268,3795,3605,3339,3172,3066,2983,2825,2842,2871,2822,2912,3023,3250,3537,4013,4245,3963,3537,2650,1666,1099,650,295,147,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,1,9,48,99,140,263,330,629,1100,1727,2974,4742,7541,10757,15473,21811,30487,40970,52731,67867,85879,108618,136657,171060,208843,253627,302025,357956,416709,478466,543934,611850,681078,748701,808857,864479,910379,947507,974601,989195,994360,986162,969471,944881,916068,888434,858748,828353,798724,765346,728434,688279,640248,588232,531944,470962,413416,359240,306016,257120,212818,174196,142686,116171,91824,72357,55349,38855,25562,16464,11145,7652,5240,3549,2471,1833,1443,1209,1063,983,904,838,803,774,725,688,706,666,696,699,671,620,641,728,668,593,562,591,662,688,755,809,849,981,1126,1225,1114,920,638,553,282,87,21,1,0,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,12,35,99,368,851,1739,3286,5447,8000,11867,17600,24483,32175,41648,53197,68410,87631,109206,134927,164374,197638,235422,275711,318298,367306,418382,467351,516955,562071,602763,639247,672358,698077,718522,731081,734580,732116,724818,710503,691457,670459,644983,620163,595580,567495,533634,500798,465376,427754,390115,351611,315793,278868,241188,203865,169452,136168,106140,80264,57827,39698,26886,17274,10565,6595,4313,2971,2124,1533,1167,870,688,508,421,320,194,152,78,46,35,32,24,31,18,21,18,11,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,3,26,121,476,1124,2446,4269,5899,7445,11342,17430,26620,39500,56717,78706,103776,132224,164484,200951,238544,273336,304827,332399,353543,366279,373355,376020,375109,370095,361193,352516,340111,326380,310672,294185,277773,261716,245244,229688,214170,197313,179241,164029,149758,135182,120719,108113,96110,84533,72865,63398,54861,47503,41088,34755,29358,24967,20837,16909,12870,9782,7336,5686,4511,3934,3311,2871,2541,2383,2152,1976,1937,1819,1782,1625,1477,1192,959,771,627,535,430,335,201,189,170,173,103,124,110,77,59,49,22,18,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,3,40,128,645,1935,4635,9412,16378,25918,36908,48070,61424,74369,86666,101275,116955,134543,152733,170759,187718,203863,215806,226472,236761,242734,244891,246909,247304,247443,245019,240777,234533,228458,220908,211393,199034,187379,175077,161675,149734,139199,129214,118598,108825,98559,89359,78815,68663,58743,49412,41168,34084,28166,23529,19195,16120,13472,11395,9836,8243,6561,5083,4124,3266,2787,2323,2027,1887,1763,1700,1669,1672,1538,1325,1178,918,848,717,639,554,405,356,333,241,159,122,94,72,42,38,20,11,14,7,13,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,13,106,307,817,1972,4233,9002,16967,28797,43772,63162,85049,110516,138537,170194,202653,235358,268622,303877,334597,363764,384373,397350,404071,406381,405900,400950,390897,379484,364238,349295,330718,310140,290585,271977,255190,235896,219611,204711,190057,176878,163094,150967,140329,129406,119482,107428,94832,83917,72183,61782,53837,46749,40050,34798,30353,25895,21888,18948,15597,12789,10412,8619,6871,5629,4846,4153,3777,3511,3265,2984,2444,2039,1619,1398,1148,915,751,621,527,379,306,285,266,297,270,256,283,314,312,282,260,246,250,135,102,77,29,15,18,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
