,0,1
709,12.5833,1
710,7.5,1
711,22.6667,1
712,17.6667,1
713,10.0833,1
714,17.6667,1
715,12.5,1
716,12.5833,1
717,15.0833,1
718,12.5833,1
719,15.0833,1
720,10.0833,1
721,20.0833,1
722,10.0,1
723,12.5833,1
724,10.0,1
725,13.5833,1
726,12.5833,1
727,15.1667,1
728,15.0833,1
729,10.0833,1
730,10.0833,1
731,10.0833,1
732,12.5833,1
733,17.6667,1
734,10.0,1
735,15.0833,1
736,12.5833,1
737,12.5833,1
738,17.5833,1
739,2.5,1
740,15.0833,1
741,12.5833,1
742,15.0833,1
743,12.5833,1
744,10.0833,1
745,12.5833,1
746,10.0,1
747,10.0,1
748,12.5,1
749,10.0833,1
750,10.0833,1
751,7.5,1
752,15.0833,1
753,15.0833,1
754,10.0833,1
755,12.5833,1
756,12.6667,1
757,7.5,1
758,12.6667,1
759,10.0,1
760,12.5833,1
761,10.0833,1
762,10.0833,1
763,15.1667,1
764,20.1667,1
765,12.5,1
766,7.5833,1
767,10.0,1
768,17.5833,1
769,10.0,1
770,17.5833,1
771,12.5833,1
772,15.0833,1
773,7.5833,1
774,12.1667,1
775,10.0,1
776,15.0,1
777,20.1667,1
778,10.0833,1
779,10.0833,1
780,10.0,1
781,12.5833,1
782,10.0833,1
783,10.0833,1
784,20.1667,1
785,10.0833,1
786,10.0833,1
787,10.0833,1
788,10.0,1
789,12.5,1
790,7.5833,1
791,17.5833,1
792,22.5833,1
793,15.0,1
794,12.5833,1
795,7.5,1
796,12.5,1
797,12.5,1
798,17.6667,1
799,10.0833,1
800,7.5833,1
801,20.0833,1
802,10.0833,1
803,10.0833,1
804,12.5833,1
805,15.0833,1
806,15.1667,1
807,10.0,1
808,10.0,1
809,2.5,1
810,15.1667,1
811,17.5833,1
812,15.0833,1
813,7.5,1
814,7.5833,1
815,10.0833,1
816,7.5833,1
817,12.5833,1
818,10.0833,1
819,12.5833,1
820,17.6667,1
821,7.5833,1
822,17.5833,1
823,12.5,1
824,15.1667,1
825,10.0833,1
826,7.5,1
827,10.0833,1
828,10.0833,1
829,10.0,1
830,17.5833,1
831,17.5833,1
832,16.0833,1
833,12.5833,1
834,10.0833,1
835,17.5,1
836,15.0,1
837,15.0,1
838,7.5833,1
839,14.6667,1
840,12.5833,1
841,20.1667,1
842,10.0,1
843,10.0833,1
844,15.0833,1
845,7.5,1
846,15.1667,1
847,12.5833,1
848,7.5833,1
849,7.5,1
850,7.5833,1
851,17.6667,1
852,10.0833,1
853,10.0,1
854,12.5833,1
855,10.0833,1
856,12.5833,1
857,12.0833,1
858,15.0833,1
859,12.5833,1
860,15.0833,1
861,7.5833,1
862,12.5833,1
863,12.5,1
864,15.1667,1
865,10.0,1
866,12.5833,1
867,15.0,1
868,10.0,1
869,12.5,1
870,20.1667,1
871,15.0833,1
872,15.0833,1
873,15.1667,1
874,7.5,1
875,12.5833,1
876,12.5833,1
877,12.5833,1
878,15.0833,1
879,10.0833,1
880,10.0,1
881,10.0833,1
882,15.0833,1
883,10.0833,1
884,12.5833,1
885,10.0,1
886,10.0833,1
887,12.5,1
888,10.0833,1
889,15.0833,1
890,12.5,1
891,10.0,1
892,12.5,1
893,12.6667,1
894,17.5833,1
895,17.5833,1
896,12.5833,1
897,7.5833,1
898,15.1667,1
899,20.0833,1
900,17.6667,1
901,20.0833,1
902,9.25,1
903,12.5833,1
904,10.0833,1
905,19.25,1
906,15.0833,1
907,14.0833,1
908,15.0833,1
909,15.1667,1
910,30.25,1
911,15.0833,1
912,12.5833,1
913,10.0833,1
914,19.25,1
915,15.0833,1
916,9.5833,1
917,25.0833,1
918,7.5833,1
919,20.1667,1
920,12.5833,1
921,20.1667,1
922,17.5833,1
923,15.0833,1
924,17.6667,1
925,10.0833,1
926,2.5,1
927,17.5833,1
928,12.5833,1
929,10.0,1
930,15.0833,1
931,15.0,1
932,10.0833,1
933,25.6667,1
934,10.0833,1
935,12.5833,1
936,12.5833,1
937,12.5,1
938,15.0833,1
939,7.5833,1
940,15.0833,1
941,7.5833,1
942,15.0833,1
943,7.5833,1
944,10.0833,1
945,12.6667,1
946,7.5833,1
947,12.5833,1
948,15.1667,1
949,15.0833,1
950,11.75,1
951,10.0,1
952,15.1667,1
953,7.5,1
954,10.0833,1
955,8.5833,1
956,7.5833,1
957,10.0,1
958,12.5833,1
959,2.5833,1
960,17.6667,1
961,12.5833,1
962,12.6667,1
963,10.0833,1
964,17.5833,1
965,15.0833,1
966,5.0833,1
967,7.5,1
968,12.5833,1
969,12.6667,1
970,15.1667,1
971,2.5833,1
972,10.0833,1
973,10.0833,1
974,10.0833,1
975,15.0,1
976,9.0,1
977,15.1667,1
978,7.5833,1
979,10.0,1
980,15.1667,1
981,15.1667,1
982,10.0833,1
983,10.0,1
984,10.0833,1
985,7.5833,1
986,15.0,1
987,10.0833,1
988,12.5833,1
989,10.0,1
990,12.6667,1
991,12.5833,1
992,12.5833,1
993,10.0833,1
994,12.5833,1
995,15.1667,1
996,8.5833,1
997,15.1667,1
998,12.5833,1
999,10.0833,1
1000,12.5833,1
1001,15.0833,1
1002,7.5,1
1003,17.5833,1
1004,7.5,1
1005,10.0,1
1006,15.0833,1
1007,15.1667,1
1008,15.0833,1
1009,17.5833,1
1010,15.0833,1
1011,12.5833,1
1012,15.0833,1
1013,10.0833,1
1014,17.5,1
1015,10.0833,1
1016,12.5833,1
1017,15.1667,1
1018,14.1667,1
1019,12.5833,1
1020,15.0,1
1021,17.6667,1
1022,12.6667,1
1023,10.0833,1
1024,15.0833,1
1025,12.5833,1
1026,22.6667,1
1027,14.1667,1
1028,7.5833,1
1029,10.0,1
1030,10.0833,1
1031,17.5833,1
1032,10.0833,1
1033,10.0833,1
1034,7.5,1
1035,12.5833,1
1036,12.5833,1
1037,17.5833,1
1038,16.75,1
1039,12.5833,1
1040,10.0833,1
1041,7.5833,1
1042,10.0833,1
1043,17.6667,1
1044,12.5,1
1045,15.1667,1
1046,17.5833,1
1047,7.5833,1
1048,7.5,1
1049,12.5833,1
1050,10.0,1
1051,8.5833,1
1052,12.5833,1
1053,14.1667,1
1054,10.0833,1
1055,20.1667,1
1056,15.1667,1
1057,22.5833,1
1058,7.5833,1
1059,10.0,1
1060,15.0833,1
1061,12.6667,1
1062,12.5833,1
1063,7.5833,1
1064,12.5,1
1065,12.6667,1
1066,17.6667,1
1067,10.0833,1
1068,21.8333,1
1069,7.5833,1
1070,10.0,1
1071,10.0833,1
1072,10.0,1
1073,10.0833,1
1074,7.5833,1
1075,15.0833,1
1076,10.0833,1
1077,12.5833,1
1078,10.0,1
1079,7.5833,1
1080,7.5,1
1081,12.5,1
1082,15.0833,1
1083,11.5,1
1084,20.1667,1
1085,12.5833,1
1086,10.0,1
1087,12.5833,1
1088,17.5833,1
1089,12.6667,1
1090,17.5833,1
1091,15.0833,1
1092,12.6667,1
1093,12.5833,1
1094,10.0833,1
1095,7.5833,1
1096,10.0833,1
1097,12.5833,1
1098,10.0833,1
1099,10.0833,1
1100,10.0833,1
1101,2.5,1
1102,7.5833,1
1103,12.5833,1
1104,15.1667,1
1105,10.0833,1
1106,12.5,1
1107,17.5833,1
1108,15.0833,1
1109,10.0,1
1110,2.5,1
1111,10.8333,1
1112,17.6667,1
1113,12.5833,1
1114,7.5833,1
1115,22.5833,1
1116,17.6667,1
1117,10.0833,1
1118,10.0,1
1119,15.0833,1
1120,17.5833,1
1121,15.0833,1
1122,10.0833,1
1123,10.0,1
1124,7.5833,1
1125,15.1667,1
1126,16.0,1
1127,10.0833,1
1128,12.5833,1
1129,7.5,1
1130,7.5833,1
1131,10.0833,1
1132,7.5,1
1133,15.0833,1
1134,10.0,1
1135,15.1667,1
1136,12.5833,1
1137,9.5,1
1138,20.0833,1
1139,12.5833,1
1140,10.0833,1
1141,12.5833,1
1142,15.0833,1
1143,12.6667,1
1144,15.1667,1
1145,12.5,1
1146,12.5833,1
1147,12.5833,1
1148,17.5833,1
1149,16.5833,1
1150,20.1667,1
1151,20.1667,1
1152,12.5,1
1153,7.5833,1
1154,12.5833,1
1155,10.0,1
1156,20.1667,1
1157,15.0833,1
1158,12.0833,1
1159,10.0,1
1160,10.0,1
1161,13.0833,1
1162,17.5833,1
1163,7.5,1
1164,22.5833,1
1165,12.5833,1
1166,15.0833,1
1167,15.0833,1
1168,7.5,1
1169,15.1667,1
1170,15.0833,1
1171,6.5833,1
1172,15.1667,1
1173,15.1667,1
1174,10.0,1
1175,10.9167,1
1176,15.0833,1
1177,10.0833,1
1178,15.1667,1
1179,10.0833,1
1180,20.1667,1
1181,12.5,1
1182,15.0833,1
1183,12.5833,1
1184,10.0833,1
1185,18.4167,1
1186,7.5,1
1187,15.0,1
1188,7.5,1
1189,10.0833,1
1190,10.0833,1
1191,12.5833,1
1192,15.0,1
1193,10.0,1
1194,15.1667,1
1195,24.6667,1
1196,12.0833,1
1197,7.5833,1
1198,15.0833,1
1199,15.0833,1
1200,10.0833,1
1201,10.0833,1
1202,12.5833,1
1203,7.5833,1
1204,12.5833,1
1205,5.0,1
1206,20.0833,1
1207,11.5833,1
1208,12.5833,1
1209,12.5833,1
1210,10.0,1
1211,15.0833,1
1212,10.0833,1
1213,15.1667,1
1214,12.5833,1
1215,7.5,1
1216,15.0833,1
1217,10.0,1
1218,4.5833,1
1219,10.0,1
1220,15.0833,1
1221,10.5833,1
1222,27.75,1
1223,17.6667,1
1224,10.0833,1
1225,7.5833,1
1226,12.5833,1
1227,10.0,1
1228,10.0833,1
1229,7.5,1
1230,12.5,1
1231,17.6667,1
1232,10.0833,1
1233,15.0,1
1234,10.0833,1
1235,22.6667,1
1236,15.0833,1
1237,7.5,1
1238,17.5833,1
1239,15.1667,1
1240,7.5,1
1241,10.0833,1
1242,12.5833,1
1243,15.1667,1
1244,12.5833,1
1245,15.0833,1
1246,15.0,1
1247,7.5,1
1248,7.5,1
1249,12.5833,1
1250,10.0833,1
1251,7.5,1
1252,7.5833,1
1253,10.0833,1
1254,12.5833,1
1255,12.5,1
1256,10.0833,1
1257,15.0833,1
1258,7.5833,1
1259,15.1667,1
1260,7.5833,1
1261,15.0833,1
1262,10.0833,1
1263,12.5833,1
1264,15.0833,1
1265,12.5833,1
1266,15.0833,1
1267,7.5,1
1268,10.0833,1
1269,15.0833,1
1270,15.0833,1
1271,15.0833,1
1272,10.0833,1
1273,15.1667,1
1274,17.5833,1
1275,20.1667,1
1276,12.6667,1
1277,12.5,1
1278,12.5833,1
1279,12.5,1
1280,17.5833,1
1281,15.0833,1
1282,10.0,1
1283,7.5,1
1284,15.0833,1
1285,10.9167,1
1286,22.6667,1
1287,17.6667,1
1288,9.5833,1
1289,10.0833,1
1290,12.5833,1
1291,7.5,1
1292,15.1667,1
1293,10.0,1
1294,12.5833,1
1295,20.0833,1
1296,7.5,1
1297,15.0833,1
1298,15.0833,1
1299,15.0833,1
1300,12.5833,1
1301,12.5833,1
1302,15.0833,1
1303,12.5833,1
1304,12.5833,1
1305,19.5833,1
1306,12.5833,1
1307,10.0833,1
1308,10.0,1
1309,10.0,1
1310,15.0833,1
1311,10.0,1
1312,10.0,1
1313,18.0833,1
1314,17.5833,1
1315,10.0833,1
1316,10.0,1
1317,10.0833,1
1318,9.0833,1
1319,17.5833,1
1320,12.5833,1
1321,20.1667,1
1322,15.1667,1
1323,10.0833,1
1324,10.0833,1
1325,15.1667,1
1326,15.0833,1
1327,10.0,1
1328,12.5833,1
1329,12.5833,1
1330,10.8333,1
1331,10.0833,1
1332,12.5,1
1333,7.5,1
1334,7.5,1
1335,15.1667,1
1336,15.0833,1
1337,10.0833,1
1338,12.5833,1
1339,16.8333,1
1340,17.6667,1
1341,12.6667,1
1342,10.0833,1
1343,7.5833,1
1344,17.6667,1
1345,20.1667,1
1346,15.1667,1
1347,20.0833,1
1348,15.1667,1
1349,15.0833,1
1350,7.5,1
1351,7.5833,1
1352,10.0,1
1353,12.5833,1
1354,16.0,1
1355,15.0833,1
1356,10.0833,1
1357,17.6667,1
1358,12.5833,1
1359,10.0833,1
1360,17.5833,1
1361,85.5833,1
1362,12.5,1
1363,15.0833,1
1364,10.0,1
1365,10.0,1
1366,10.0833,1
1367,10.0833,1
1368,17.5,1
1369,12.6667,1
1370,3.3333,1
1371,20.0833,1
1372,10.0833,1
1373,7.5833,1
1374,10.0,1
1375,12.5,1
1376,15.0,1
1377,22.6667,1
1378,7.5,1
1379,15.1667,1
1380,12.5,1
1381,13.5,1
1382,10.0833,1
1383,10.0833,1
1384,15.0833,1
1385,10.0833,1
1386,20.0833,1
1387,7.5,1
1388,10.0833,1
1389,7.5,1
1390,12.6667,1
1391,10.0833,1
1392,20.0833,1
1393,12.5,1
1394,12.6667,1
1395,10.0833,1
1396,12.5833,1
1397,10.0,1
1398,15.1667,1
1399,15.0,1
1400,15.0833,1
1401,10.0,1
1402,7.5833,1
1403,10.0833,1
1404,10.0,1
1405,15.0833,1
1406,20.0833,1
1407,12.5833,1
1408,15.0833,1
1409,17.5833,1
1410,10.0833,1
1411,7.5833,1
1412,12.5833,1
1413,7.5,1
1414,22.6667,1
1415,10.0,1
1416,17.6667,1
1417,17.6667,1
1418,17.5833,1
1419,7.5,1
1420,10.0833,1
1421,17.5833,1
1422,7.5,1
1423,12.5833,1
1424,20.1667,1
1425,20.1667,1
1426,12.5,1
1427,14.25,1
1428,10.0833,1
1429,11.0833,1
1430,18.5,1
1431,12.5833,1
1432,12.5833,1
1433,17.5833,1
1434,10.0833,1
1435,15.1667,1
1436,14.0833,1
1437,15.1667,1
1438,15.1667,1
1439,7.5833,1
1440,15.0,1
1441,15.1667,1
1442,15.1667,1
1443,10.0,1
1444,15.0833,1
1445,7.5,1
1446,7.5,1
1447,10.0,1
1448,12.5,1
1449,10.0833,1
1450,12.6667,1
1451,10.0833,1
1452,10.0,1
1453,10.0833,1
1454,20.1667,1
1455,10.0833,1
1456,10.0,1
1457,10.0833,1
1458,10.0833,1
1459,15.1667,1
1460,12.5833,1
1461,12.5,1
1462,10.0833,1
1463,20.0833,1
1464,10.0833,1
1465,22.5833,1
1466,12.0833,1
1467,12.5,1
1468,10.0833,1
1469,12.6667,1
1470,17.6667,1
1471,8.5,1
1472,15.1667,1
1473,15.0833,1
1474,17.6667,1
1475,10.0833,1
1476,10.0833,1
1477,10.0833,1
1478,20.1667,1
1479,10.0,1
1480,10.0833,1
1481,20.1667,1
1482,7.5833,1
1483,12.5833,1
1484,12.5833,1
1485,15.0833,1
1486,15.0833,1
1487,15.1667,1
1488,10.0,1
1489,10.0833,1
1490,7.5833,1
1491,17.5833,1
1492,17.6667,1
1493,20.0833,1
1494,7.5,1
1495,12.5833,1
1496,10.0833,1
1497,12.5833,1
1498,7.5833,1
1499,15.9167,1
1500,7.5,1
1501,15.1667,1
1502,12.5833,1
1503,15.0833,1
1504,7.5833,1
1505,7.5833,1
1506,7.5833,1
1507,15.0833,1
1508,15.1667,1
1509,12.5833,1
1510,20.1667,1
1511,10.0833,1
1512,15.0,1
1513,10.0833,1
1514,7.5,1
1515,12.6667,1
1516,7.5833,1
1517,17.5833,1
1518,10.0,1
1519,7.5,1
1520,15.1667,1
1521,10.0833,1
1522,15.0833,1
1523,12.5833,1
1524,15.0833,1
1525,10.0,1
1526,12.5,1
1527,12.5,1
1528,17.5833,1
1529,7.5833,1
1530,15.0,1
1531,10.0833,1
1532,12.5833,1
